
 WorkFlow
Start 2024-10-22 11:59:06  Run : 9.18333333333333 nSubj: 60 nObs : 480
   42 6777.772 1.860510   0.485482 2873.56  681.748 49.2239 1.034240 1.71991 3.25710 0.963953
   43 6777.766 1.864050   0.486090 2876.40  680.970 49.2761 1.029010 1.71986 3.25298 0.964337
   44 6777.759 1.868020   0.486243 2883.94  680.978 49.2522 1.027950 1.71994 3.24671 0.966314
   45 6777.757 1.871010   0.486442 2888.45  680.755 49.2207 1.026260 1.72006 3.24272 0.967689
   46 6777.755 1.872490   0.486543 2893.27  681.254 49.1509 1.024950 1.71996 3.23714 0.970221
   47 6777.755 1.874020   0.486633 2900.31  682.222 49.0591 1.022500 1.71991 3.22799 0.974369
   48 6777.754 1.872070   0.486481 2904.12  683.729 48.9329 1.021110 1.71994 3.21928 0.978788
   49 6777.754 1.871460   0.486432 2906.17  684.417 48.8781 1.020500 1.72001 3.21523 0.980845
   50 6777.752 1.869910   0.486214 2904.40  685.002 48.8574 1.021170 1.72046 3.21419 0.981772
   51 6777.752 1.867540   0.485879 2901.26  686.108 48.8005 1.020680 1.72199 3.20856 0.984788
   52 6777.752 1.867440   0.485861 2901.12  686.129 48.7988 1.020660 1.72207 3.20827 0.984919
   53 6777.751 1.866400   0.485932 2902.82  685.630 48.7988 1.021000 1.72218 3.20758 0.984975
   54 6777.750 1.866540   0.486106 2903.05  685.510 48.8100 1.021510 1.72247 3.20635 0.985049
