
 WorkFlow
Start 2024-10-19 11:51:53  Run : 5.86666666666667 nSubj: 60 nObs : 480
   60 6475.650   0.525061 3874.13  648.046 68.1349 1.372940 0.3893200 2.551150 0.0725598 0.0488270
   61 6475.580   0.523662 3702.99  592.333 67.6109 1.359500 0.3828680 2.479110 0.0731663 0.0476544
   62 6474.275   0.512927 3033.47  387.652 64.7107 1.370580 0.3629690 2.210700 0.0781837 0.0430075
   63 6473.504   0.511644 2735.76  318.162 64.6777 1.340900 0.3555890 2.089880 0.0805694 0.0411628
   64 6471.277   0.514181 2451.18  242.729 65.2707 1.283990 0.3499890 1.852380 0.0884240 0.0378151
   65 6470.256   0.517297 2241.63  212.955 66.2549 1.303980 0.3486900 1.764700 0.0912411 0.0375503
   66 6470.048   0.521041 2119.84  184.314 66.9590 1.327400 0.3417790 1.668220 0.0934488 0.0370119
   67 6469.860   0.528356 2208.15  186.390 68.6901 1.361310 0.3316380 1.640810 0.0919286 0.0371599
   68 6469.787   0.534711 2229.32  176.334 69.9033 1.402840 0.3082890 1.492090 0.0911222 0.0351238
   69 6469.787   0.534719 2229.31  176.208 69.9143 1.403140 0.3080790 1.490730 0.0911171 0.0351065
   70 6469.552   0.527392 2284.98  188.213 69.2685 1.383280 0.3159450 1.563580 0.0910702 0.0356914
   71 6469.441   0.523629 2351.39  190.842 69.2029 1.383430 0.3096250 1.521790 0.0916479 0.0354573
   72 6469.360   0.523226 2387.87  188.410 69.0377 1.370800 0.3046490 1.489790 0.0926755 0.0351775
   73 6469.263   0.523878 2399.35  181.336 68.2240 1.353480 0.3021840 1.440430 0.0954964 0.0352088
   74 6469.176   0.525297 2369.84  171.743 67.3500 1.331220 0.3016820 1.393990 0.0988547 0.0351417
   75 6469.137   0.526302 2347.18  162.936 66.8586 1.316850 0.2963780 1.317500 0.1017380 0.0347322
   76 6469.102   0.526046 2339.40  161.903 66.5903 1.308260 0.2953710 1.296890 0.1026240 0.0347230
   77 6469.047   0.525502 2352.18  163.058 66.2081 1.294120 0.2890760 1.229210 0.1037160 0.0348056
   78 6468.991   0.525216 2363.83  164.174 65.8941 1.282160 0.2813590 1.154630 0.1045710 0.0348661
   79 6468.932   0.524861 2379.90  166.807 65.6781 1.272710 0.2735990 1.087230 0.1048760 0.0349679
   80 6468.845   0.524196 2412.61  173.706 65.5115 1.262820 0.2624740 1.001060 0.1044390 0.0352070
   81 6468.672   0.521923 2557.09  210.435 65.3912 1.237820 0.2264970 0.758394 0.1003050 0.0363823
   82 6468.633   0.521585 2586.90  218.981 65.5828 1.240790 0.2241690 0.754684 0.0987946 0.0365978
   83 6468.417   0.523825 2625.66  223.994 66.0503 1.247160 0.2097360 0.682894 0.0963211 0.0365534
   84 6468.289   0.524570 2654.33  229.588 66.3955 1.252370 0.1981370 0.624107 0.0943186 0.0364781
   85 6468.106   0.525387 2688.42  236.078 66.9733 1.261090 0.1824830 0.549461 0.0913915 0.0362319
   86 6467.933   0.526191 2709.25  239.852 67.6226 1.273440 0.1691500 0.491152 0.0885253 0.0358651
   87 6467.707   0.527160 2724.36  242.206 68.5849 1.293330 0.1534280 0.427725 0.0847446 0.0352576
   88 6467.440   0.528108 2734.52  245.067 69.9730 1.322440 0.1338970 0.352607 0.0795741 0.0344005
   89 6467.281   0.529302 2690.87  235.224 71.5359 1.363240 0.1207670 0.314343 0.0750918 0.0331960
   90 6467.207   0.529211 2694.05  237.219 71.9575 1.371260 0.1150960 0.292124 0.0735528 0.0329688
   91 6466.961   0.527034 2661.92  241.051 73.2351 1.394620 0.0994739 0.230854 0.0691317 0.0322976
   92 6466.643   0.524555 2572.09  224.859 73.1777 1.393630 0.1019190 0.239285 0.0705606 0.0316820
   93 6466.340   0.518467 2314.34  173.255 73.3873 1.397280 0.0998361 0.226837 0.0749053 0.0287311
   94 6466.104   0.520096 2438.78  192.109 72.7549 1.378600 0.1001610 0.223062 0.0751827 0.0298899
   95 6466.011   0.521281 2424.35  184.686 72.6324 1.374380 0.1013170 0.226124 0.0767017 0.0297823
   96 6465.817   0.522905 2355.34  162.095 72.2861 1.364210 0.1003310 0.215004 0.0811451 0.0292866
   97 6465.758   0.523518 2383.27  166.673 72.0525 1.358420 0.1001550 0.212174 0.0811789 0.0297955
   98 6465.726   0.523718 2387.75  168.519 71.5379 1.347580 0.1024230 0.216249 0.0822436 0.0303563
   99 6465.717   0.523732 2381.32  168.431 71.5191 1.346890 0.1021360 0.214895 0.0821243 0.0303640
  100 6465.713   0.523635 2377.89  168.691 71.4458 1.344980 0.1024520 0.215463 0.0821840 0.0304362
