
 WorkFlow
Start 2024-09-22 17:20:01  Run : 7.66666666666667 nSubj: 60 nObs : 480
 Iter     -2LL CMultStdev  tvVmax    tvKm      tvV     tvKa     K12      K21    dVdWT
   23 6368.768   0.525816 6154.48 1872.46 43.72300 1.222360 1.82500 3.166800 1.052650
   24 6368.728   0.527042 5417.23 1590.68 40.98430 1.189190 2.30482 3.265880 0.992588
   25 6368.416   0.527142 5765.21 1715.92 42.10820 1.210730 2.09325 3.201030 1.019850
   26 6368.310   0.527479 5613.20 1652.71 41.37070 1.208670 2.21005 3.209020 1.015770
   27 6368.275   0.527857 5418.86 1575.25 40.46190 1.205610 2.36047 3.219720 1.011070
   28 6368.226   0.527380 5539.76 1625.74 40.85910 1.211680 2.27703 3.193120 1.022810
   29 6368.203   0.527379 5498.06 1609.14 40.51890 1.213380 2.32355 3.179520 1.021230
   30 6368.192   0.527291 5495.04 1610.56 40.40180 1.214590 2.32895 3.168500 1.023840
   31 6368.190   0.527074 5479.68 1610.75 40.08110 1.215120 2.34982 3.144800 1.027550
   32 6368.189   0.527071 5475.24 1609.87 39.99590 1.215630 2.35710 3.137730 1.028060
   33 6368.189   0.527058 5473.25 1609.47 39.95760 1.215870 2.36036 3.134630 1.028340
   34 6368.189   0.527054 5472.65 1609.38 39.94490 1.215940 2.36138 3.133570 1.028440
   35 6368.189   0.527054 5472.59 1609.37 39.94420 1.215950 2.36142 3.133510 1.028440
   36 6368.177   0.526547 5471.42 1607.93 39.96810 1.213150 2.36510 3.124860 1.023910
   37 6368.161   0.525854 5470.44 1603.25 39.91750 1.206490 2.36387 3.108480 1.013310
   38 6368.142   0.525956 5460.24 1603.72 39.80500 1.203950 2.36340 3.100400 1.010620
   39 6368.134   0.525811 5425.73 1601.43 39.46480 1.193780 2.36081 3.065610 0.999762
   40 6368.111   0.526019 5439.95 1600.85 39.51280 1.195740 2.36329 3.066800 1.007820
   41 6368.078   0.526252 5442.70 1598.00 39.34380 1.190840 2.36834 3.040020 1.014290
   42 6367.944   0.527213 5425.66 1583.59 38.26280 1.158550 2.39270 2.878050 1.031520
   43 6367.792   0.528238 5380.82 1562.17 36.52540 1.106710 2.42744 2.624740 1.046100
   44 6367.633   0.528317 5321.28 1542.96 34.92990 1.061090 2.45144 2.410690 1.044000
   45 6367.451   0.526991 5186.72 1500.47 31.46980 0.967371 2.49442 1.989100 1.016550
   46 6367.191   0.524731 5165.15 1506.41 31.82220 0.984615 2.46494 2.084240 0.979544
   47 6367.002   0.525350 5157.03 1494.60 31.01430 0.963336 2.48043 1.977570 0.989464
   48 6366.931   0.525484 5126.12 1477.76 29.81050 0.931383 2.49681 1.832050 0.992335
   49 6366.875   0.525836 5133.73 1477.62 29.84160 0.932896 2.49392 1.842510 0.996397
   50 6366.773   0.527106 5132.57 1474.82 29.55820 0.923922 2.48782 1.818790 1.002550
   51 6366.610   0.528803 5099.43 1465.33 28.63080 0.894336 2.48239 1.725120 1.006100
   52 6366.431   0.530285 5066.73 1453.23 27.52360 0.859615 2.47915 1.611510 1.009260
   53 6366.248   0.531293 5029.49 1440.54 26.34000 0.821770 2.47496 1.493240 1.010220
   54 6366.133   0.531826 5008.25 1433.11 25.59790 0.797246 2.46995 1.421280 1.010680
   55 6365.943   0.532510 4975.19 1421.39 24.32920 0.754009 2.45879 1.303430 1.010450
   56 6365.691   0.532534 4925.42 1405.70 22.20330 0.678006 2.42576 1.116770 1.005480
   57 6365.148   0.530790 4933.93 1411.34 21.91030 0.662335 2.39987 1.103490 0.999369
   58 6363.911   0.525905 4911.81 1407.22 18.91140 0.555107 2.29267 0.870022 0.985664
   59 6363.536   0.524433 4912.16 1407.57 18.22000 0.532821 2.26169 0.817678 0.983451
   60 6362.868   0.521876 4921.55 1411.05 17.28600 0.503306 2.20999 0.750166 0.981359
   61 6362.100   0.519358 4935.70 1416.05 16.15140 0.465159 2.14366 0.669774 0.982878
   62 6360.669   0.514318 4980.87 1431.63 14.48730 0.411060 2.02036 0.559980 0.987944
   63 6360.247   0.513151 4995.67 1436.47 13.91180 0.390007 1.97952 0.522855 0.991366
   64 6359.479   0.511277 5027.78 1446.33 13.18560 0.363743 1.91763 0.479370 0.998228
   65 6357.425   0.508347 5149.64 1481.27 11.03120 0.284202 1.72322 0.358187 1.035200
   66 6356.532   0.509163 5275.25 1513.08 10.18000 0.255313 1.60730 0.323273 1.077770
   67 6356.323   0.511603 5416.20 1550.73  8.24995 0.193344 1.43585 0.226423 1.121650
   68 6355.638   0.515166 5244.80 1502.82 10.10430 0.257681 1.65233 0.321246 1.071060
   69 6355.150   0.517095 5263.36 1509.20  9.73244 0.242624 1.64066 0.308925 1.078720
   70 6353.472   0.525259 5341.50 1532.89  8.26350 0.198864 1.59064 0.254488 1.107420
   71 6352.291   0.529999 5378.24 1544.70  7.42327 0.180733 1.58562 0.227527 1.120480
   72 6351.220   0.534351 5364.94 1545.89  6.65688 0.174801 1.67693 0.218719 1.119360
   73 6348.205   0.538579 5427.55 1575.59  4.82126 0.128368 1.71991 0.169109 1.145790
   74 6347.276   0.533391 5374.59 1567.14  4.73193 0.128808 1.81854 0.181305 1.137570
   75 6346.308   0.528710 5388.02 1576.95  4.24348 0.118250 1.83310 0.167360 1.150890
   76 6346.160   0.518071 5391.84 1581.22  4.22351 0.120148 1.80863 0.164105 1.165810
   77 6345.943   0.518116 5390.87 1581.77  4.15454 0.117346 1.82245 0.164048 1.167740
   78 6345.943   0.518116 5390.87 1581.77  4.15454 0.117346 1.82245 0.164048 1.167740
   79 6345.943   0.518118 5390.90 1581.78  4.15451 0.117300 1.82236 0.163710 1.167750
   80 6345.942   0.518118 5390.90 1581.78  4.15451 0.117299 1.82235 0.163706 1.167750
   81 6345.941   0.518124 5390.96 1581.78  4.15443 0.117326 1.82218 0.163929 1.167750
   82 6345.940   0.518126 5390.97 1581.78  4.15440 0.117309 1.82212 0.163807 1.167760
   83 6345.940   0.518128 5391.00 1581.78  4.15438 0.117318 1.82206 0.163877 1.167760
   84 6345.940   0.518129 5391.02 1581.78  4.15435 0.117302 1.82199 0.163770 1.167770
   85 6345.940   0.518134 5391.06 1581.78  4.15429 0.117323 1.82186 0.163941 1.167780
   86 6345.939   0.518135 5391.08 1581.78  4.15427 0.117303 1.82181 0.163803 1.167780
   87 6345.939   0.518137 5391.10 1581.78  4.15425 0.117310 1.82176 0.163864 1.167790
   88 6345.939   0.518139 5391.12 1581.78  4.15423 0.117293 1.82170 0.163752 1.167790
   89 6345.939   0.518144 5391.17 1581.78  4.15417 0.117314 1.82157 0.163919 1.167800
   90 6345.938   0.518145 5391.19 1581.79  4.15415 0.117293 1.82152 0.163780 1.167800
   91 6345.938   0.518147 5391.21 1581.79  4.15413 0.117300 1.82147 0.163839 1.167810
   92 6345.938   0.518148 5391.23 1581.79  4.15411 0.117283 1.82141 0.163728 1.167810
   93 6345.938   0.518153 5391.28 1581.79  4.15405 0.117303 1.82129 0.163891 1.167820
   94 6345.937   0.518154 5391.30 1581.79  4.15403 0.117282 1.82123 0.163753 1.167830
   95 6345.937   0.518156 5391.32 1581.79  4.15401 0.117290 1.82119 0.163814 1.167830
   96 6345.937   0.518157 5391.34 1581.79  4.15399 0.117272 1.82113 0.163703 1.167840
   97 6345.937   0.518162 5391.38 1581.79  4.15393 0.117291 1.82100 0.163867 1.167850
   98 6345.936   0.518163 5391.40 1581.79  4.15391 0.117271 1.82095 0.163729 1.167850
   99 6345.936   0.518165 5391.42 1581.79  4.15389 0.117278 1.82091 0.163788 1.167860
  100 6345.936   0.518166 5391.44 1581.79  4.15387 0.117261 1.82084 0.163678 1.167860
  101 6345.936   0.518171 5391.49 1581.79  4.15381 0.117279 1.82072 0.163842 1.167870
  102 6345.935   0.518172 5391.51 1581.80  4.15379 0.117259 1.82067 0.163706 1.167880
  103 6345.935   0.518173 5391.53 1581.80  4.15377 0.117266 1.82062 0.163765 1.167880
  104 6345.935   0.518175 5391.55 1581.80  4.15375 0.117249 1.82056 0.163655 1.167890
  105 6345.935   0.518179 5391.59 1581.80  4.15369 0.117267 1.82044 0.163820 1.167900
  106 6345.934   0.518180 5391.61 1581.80  4.15368 0.117247 1.82038 0.163683 1.167900
  107 6345.934   0.518182 5391.63 1581.80  4.15365 0.117254 1.82034 0.163742 1.167910
  108 6345.934   0.518184 5391.65 1581.80  4.15363 0.117236 1.82028 0.163632 1.167910
  109 6345.934   0.518188 5391.70 1581.80  4.15357 0.117255 1.82015 0.163797 1.167920
  110 6345.933   0.518189 5391.72 1581.80  4.15356 0.117234 1.82010 0.163660 1.167930
  111 6345.933   0.518191 5391.73 1581.80  4.15354 0.117241 1.82006 0.163719 1.167930
  112 6345.933   0.518192 5391.75 1581.80  4.15351 0.117224 1.82000 0.163610 1.167930
  113 6345.933   0.518197 5391.80 1581.80  4.15346 0.117242 1.81987 0.163774 1.167950
  114 6345.932   0.518198 5391.82 1581.81  4.15344 0.117222 1.81982 0.163638 1.167950
  115 6345.932   0.518199 5391.84 1581.81  4.15342 0.117228 1.81978 0.163697 1.167950
  116 6345.932   0.518201 5391.86 1581.81  4.15339 0.117211 1.81972 0.163587 1.167960
  117 6345.932   0.518205 5391.90 1581.81  4.15334 0.117229 1.81960 0.163752 1.167970
  118 6345.931   0.518206 5391.92 1581.81  4.15332 0.117209 1.81955 0.163615 1.167970
  119 6345.931   0.518208 5391.94 1581.81  4.15330 0.117216 1.81950 0.163674 1.167980
  120 6345.931   0.518209 5391.96 1581.81  4.15328 0.117198 1.81944 0.163565 1.167980
  121 6345.931   0.518214 5392.01 1581.81  4.15322 0.117217 1.81932 0.163730 1.168000
  122 6345.930   0.518215 5392.03 1581.81  4.15320 0.117196 1.81927 0.163593 1.168000
  123 6345.930   0.518216 5392.04 1581.81  4.15318 0.117203 1.81923 0.163652 1.168000
  124 6345.930   0.518218 5392.06 1581.81  4.15316 0.117186 1.81916 0.163543 1.168010
  125 6345.930   0.518222 5392.11 1581.81  4.15310 0.117204 1.81904 0.163708 1.168020
  126 6345.929   0.518223 5392.13 1581.82  4.15308 0.117184 1.81899 0.163571 1.168030
  127 6345.929   0.518225 5392.15 1581.82  4.15306 0.117190 1.81895 0.163630 1.168030
  128 6345.929   0.518226 5392.17 1581.82  4.15304 0.117173 1.81889 0.163521 1.168030
  129 6345.929   0.518230 5392.21 1581.82  4.15298 0.117191 1.81877 0.163686 1.168050
  130 6345.928   0.518231 5392.23 1581.82  4.15297 0.117171 1.81872 0.163549 1.168050
  131 6345.928   0.518233 5392.25 1581.82  4.15295 0.117177 1.81868 0.163608 1.168060
  132 6345.928   0.518234 5392.27 1581.82  4.15292 0.117160 1.81862 0.163499 1.168060
  133 6345.928   0.518239 5392.31 1581.82  4.15287 0.117178 1.81849 0.163664 1.168070
  134 6345.927   0.518240 5392.33 1581.82  4.15285 0.117158 1.81845 0.163528 1.168080
  135 6345.927   0.518241 5392.35 1581.82  4.15283 0.117165 1.81840 0.163586 1.168080
  136 6345.927   0.518242 5392.37 1581.83  4.15281 0.117147 1.81834 0.163477 1.168090
  137 6345.927   0.518247 5392.41 1581.83  4.15275 0.117166 1.81822 0.163642 1.168100
  138 6345.926   0.518248 5392.43 1581.83  4.15273 0.117145 1.81817 0.163506 1.168100
  139 6345.926   0.518249 5392.45 1581.83  4.15271 0.117152 1.81813 0.163564 1.168110
  140 6345.926   0.518251 5392.47 1581.83  4.15269 0.117134 1.81807 0.163455 1.168110
  141 6345.926   0.518255 5392.52 1581.83  4.15263 0.117153 1.81795 0.163620 1.168120
  142 6345.925   0.518256 5392.53 1581.83  4.15262 0.117132 1.81790 0.163484 1.168130
  143 6345.925   0.518257 5392.55 1581.83  4.15260 0.117139 1.81786 0.163543 1.168130
  144 6345.925   0.518259 5392.57 1581.83  4.15257 0.117122 1.81780 0.163434 1.168140
  145 6345.925   0.518263 5392.62 1581.83  4.15252 0.117140 1.81768 0.163598 1.168150
  146 6345.924   0.518264 5392.63 1581.84  4.15250 0.117120 1.81763 0.163463 1.168160
  147 6345.924   0.518265 5392.65 1581.84  4.15248 0.117126 1.81759 0.163521 1.168160
  148 6345.924   0.518267 5392.67 1581.84  4.15246 0.117109 1.81753 0.163412 1.168170
  149 6345.924   0.518271 5392.72 1581.84  4.15240 0.117127 1.81741 0.163577 1.168180
  150 6345.923   0.518272 5392.73 1581.84  4.15238 0.117107 1.81736 0.163441 1.168180
  151 6345.923   0.518273 5392.75 1581.84  4.15236 0.117114 1.81732 0.163499 1.168190
  152 6345.923   0.518275 5392.77 1581.84  4.15234 0.117096 1.81726 0.163391 1.168190
  153 6345.923   0.518279 5392.81 1581.84  4.15229 0.117114 1.81714 0.163552 1.168200
  154 6345.922   0.518280 5392.83 1581.85  4.15227 0.117094 1.81709 0.163418 1.168210
  155 6345.922   0.518281 5392.85 1581.85  4.15225 0.117101 1.81705 0.163477 1.168210
  156 6345.922   0.518282 5392.87 1581.85  4.15223 0.117084 1.81699 0.163369 1.168220
  157 6345.922   0.518286 5392.91 1581.85  4.15217 0.117102 1.81688 0.163530 1.168230
  158 6345.921   0.518287 5392.93 1581.85  4.15215 0.117081 1.81683 0.163396 1.168240
  159 6345.921   0.518289 5392.95 1581.85  4.15213 0.117088 1.81678 0.163455 1.168240
  160 6345.921   0.518290 5392.97 1581.85  4.15211 0.117071 1.81672 0.163347 1.168250
  161 6345.921   0.518294 5393.01 1581.85  4.15205 0.117089 1.81661 0.163509 1.168260
  162 6345.920   0.518295 5393.03 1581.85  4.15204 0.117069 1.81656 0.163375 1.168260
  163 6345.920   0.518297 5393.05 1581.85  4.15202 0.117076 1.81652 0.163434 1.168270
  164 6345.920   0.518298 5393.07 1581.86  4.15199 0.117058 1.81646 0.163326 1.168270
  165 6345.920   0.518302 5393.11 1581.86  4.15194 0.117076 1.81634 0.163487 1.168280
  166 6345.919   0.518303 5393.13 1581.86  4.15192 0.117056 1.81629 0.163354 1.168290
  167 6345.919   0.518304 5393.14 1581.86  4.15190 0.117063 1.81625 0.163412 1.168290
  168 6345.919   0.518305 5393.16 1581.86  4.15188 0.117046 1.81619 0.163305 1.168300
  169 6345.919   0.518309 5393.21 1581.86  4.15182 0.117064 1.81608 0.163466 1.168310
  170 6345.918   0.518310 5393.22 1581.86  4.15180 0.117044 1.81603 0.163332 1.168320
  171 6345.918   0.518312 5393.24 1581.86  4.15178 0.117050 1.81599 0.163391 1.168320
  172 6345.918   0.518313 5393.26 1581.86  4.15176 0.117033 1.81593 0.163283 1.168330
  173 6345.918   0.518317 5393.30 1581.86  4.15171 0.117052 1.81581 0.163448 1.168340
  174 6345.917   0.518318 5393.32 1581.87  4.15169 0.117031 1.81576 0.163313 1.168340
  175 6345.917   0.518319 5393.34 1581.87  4.15167 0.117038 1.81572 0.163372 1.168350
  176 6345.917   0.518321 5393.36 1581.87  4.15165 0.117021 1.81566 0.163263 1.168360
  177 6345.917   0.518324 5393.40 1581.87  4.15159 0.117039 1.81555 0.163424 1.168370
