
 WorkFlow
Start 2024-10-22 11:42:57  Run : 15.8666666666667 nSubj: 60 nObs : 480
   31 6827.767 1.61312   0.530593 3270.23  809.837 69.3530 1.213880 0.001046890 0.01273870 1.127860000
   32 6826.756 1.62922   0.525919 3014.69  745.701 69.8312 1.190900 0.001828290 0.01006920 1.163000000
   33 6826.403 1.63379   0.517839 2887.30  725.175 70.9558 1.184530 0.002080320 0.02049840 1.182170000
   34 6825.517 1.66098   0.503484 2324.30  608.475 70.8606 1.091780 0.001883770 0.01291450 1.142830000
   35 6824.182 1.65321   0.509099 2411.14  611.540 71.5770 1.148080 0.002338770 0.01568830 1.102320000
   36 6823.559 1.65830   0.508858 2241.82  552.620 72.3267 1.180890 0.003024990 0.01342000 1.001520000
   37 6822.970 1.65889   0.506064 2137.10  515.989 72.9317 1.218220 0.003194650 0.02040670 0.901935000
   38 6821.855 1.65098   0.499724 1994.78  487.633 72.0229 1.257600 0.003865900 0.02169850 0.831588000
   39 6820.844 1.62732   0.494987 2049.45  520.171 70.4999 1.281760 0.004086930 0.01371190 0.884471000
   40 6820.342 1.62088   0.489364 1918.24  495.569 70.6036 1.296280 0.004554270 0.01024690 0.871437000
   41 6819.369 1.61545   0.481047 1766.19  468.670 71.6338 1.295400 0.005039290 0.00977047 0.842480000
   42 6818.748 1.61872   0.481546 1687.85  448.468 72.4236 1.284560 0.005115360 0.01022480 0.858351000
   43 6818.249 1.61778   0.485632 1647.21  432.660 73.8335 1.288170 0.005176350 0.00987574 0.868726000
   44 6818.129 1.61816   0.487753 1632.78  424.269 74.6018 1.293590 0.005394910 0.01106120 0.867958000
   45 6818.107 1.61757   0.494650 1697.92  435.940 75.7550 1.286710 0.005210490 0.01161340 0.919008000
   46 6817.498 1.62397   0.494665 1775.90  453.486 75.2776 1.275410 0.004911600 0.01137730 0.912122000
   47 6816.722 1.63624   0.490377 1957.18  491.650 74.6091 1.260110 0.004240350 0.01039920 0.804961000
   48 6815.908 1.65200   0.485374 2062.26  515.574 74.5131 1.235840 0.003952590 0.01086580 0.825325000
   49 6814.810 1.68703   0.473771 2150.84  525.252 74.6004 1.217740 0.003762480 0.01099890 0.844550000
   50 6814.037 1.70069   0.470907 1940.98  464.316 75.8688 1.244320 0.004587590 0.01086590 0.884354000
   51 6813.799 1.72151   0.470393 1754.90  406.872 76.5046 1.282340 0.005283400 0.01154830 0.848103000
   52 6813.290 1.72908   0.474892 1824.68  414.602 76.3126 1.294550 0.004914560 0.01320570 0.803611000
   53 6813.089 1.75686   0.474327 1988.13  439.588 75.4782 1.296040 0.004294480 0.01484120 0.732547000
   54 6812.816 1.76338   0.472916 1923.29  428.700 75.3316 1.295430 0.004457350 0.01436770 0.763358000
   55 6812.609 1.76470   0.472164 1820.00  415.447 74.8600 1.291640 0.004771950 0.01317530 0.803793000
   56 6812.498 1.77405   0.473343 1828.59  419.080 74.4511 1.283260 0.004696320 0.01275930 0.818883000
   57 6812.394 1.80149   0.474920 1843.37  419.860 73.9643 1.272330 0.004612900 0.01227520 0.833839000
   58 6812.384 1.81000   0.475663 1832.54  415.175 74.0434 1.273020 0.004633820 0.01227110 0.829598000
   59 6812.380 1.81569   0.476570 1836.84  414.414 74.1735 1.275930 0.004623190 0.01234850 0.827606000
   60 6812.379 1.81663   0.476751 1838.25  414.360 74.2010 1.276920 0.004619070 0.01237900 0.825983000
   61 6812.379 1.81737   0.477147 1843.20  414.636 74.3071 1.281290 0.004610740 0.01253400 0.824797000
   62 6812.377 1.81745   0.477194 1843.79  414.666 74.3189 1.281810 0.004609750 0.01255250 0.824639000
   63 6812.371 1.81047   0.476919 1847.48  415.129 74.6592 1.295770 0.004664460 0.01286790 0.815112000
   64 6812.365 1.80402   0.476615 1840.49  416.050 74.6626 1.300940 0.004729280 0.01296080 0.821632000
   65 6812.365 1.80678   0.475852 1837.81  416.845 74.3078 1.297010 0.004736010 0.01277520 0.828337000
   66 6812.344 1.81221   0.476969 1839.66  414.557 74.5703 1.289890 0.004617640 0.01274750 0.824338000
   67 6812.327 1.81316   0.476597 1839.46  415.047 74.4136 1.290490 0.004590270 0.01261950 0.827624000
   68 6812.269 1.81988   0.475244 1837.44  414.812 73.9982 1.294140 0.004466190 0.01210500 0.839242000
   69 6812.222 1.82832   0.474350 1834.87  413.042 73.9039 1.299070 0.004359750 0.01178380 0.843424000
   70 6812.124 1.85348   0.472754 1828.51  407.838 73.9979 1.311760 0.004097900 0.01117420 0.844693000
   71 6812.044 1.87772   0.472325 1825.86  404.200 74.3329 1.320120 0.003883700 0.01082880 0.836066000
   72 6811.946 1.91563   0.472795 1827.13  400.890 74.9512 1.327950 0.003594460 0.01048370 0.813765000
   73 6811.892 1.93787   0.473834 1833.20  400.830 75.2493 1.326460 0.003454380 0.01039590 0.796721000
   74 6811.853 1.95662   0.474832 1841.21  401.081 75.3204 1.320520 0.003360630 0.01044680 0.783848000
   75 6811.824 1.97228   0.475101 1847.12  400.323 75.2325 1.314080 0.003273600 0.01051570 0.778591000
   76 6811.782 2.00119   0.474680 1854.19  397.205 75.0176 1.303650 0.003095920 0.01065950 0.775503000
   77 6811.752 2.01622   0.473810 1853.79  394.301 74.9613 1.300490 0.002973990 0.01072920 0.777627000
   78 6811.727 2.02467   0.472674 1846.90  391.142 75.0706 1.302930 0.002875440 0.01080040 0.781853000
   79 6811.716 2.02441   0.472339 1841.52  390.479 75.2361 1.306760 0.002854650 0.01081830 0.782218000
   80 6811.699 2.02191   0.472102 1834.98  390.665 75.4924 1.312370 0.002841780 0.01083920 0.782096000
   81 6811.681 2.02434   0.472103 1831.66  390.836 75.7032 1.316630 0.002803560 0.01087940 0.781053000
   82 6811.639 2.03561   0.472456 1831.03  391.297 76.0463 1.324030 0.002689870 0.01100610 0.778355000
   83 6811.575 2.06464   0.473246 1839.15  390.662 76.3749 1.333780 0.002454660 0.01124510 0.773946000
   84 6811.499 2.11375   0.474430 1861.50  387.981 76.4863 1.343460 0.002107390 0.01179270 0.770062000
   85 6811.466 2.14093   0.474920 1877.91  384.840 76.2231 1.345230 0.001925790 0.01218870 0.774087000
   86 6811.457 2.14103   0.475085 1882.47  383.251 75.9507 1.343610 0.001924680 0.01238210 0.778895000
   87 6811.455 2.13706   0.474881 1885.24  384.007 75.8677 1.341390 0.001933440 0.01234250 0.780118000
   88 6811.453 2.13277   0.474875 1885.49  384.489 75.8751 1.341140 0.001949490 0.01237580 0.780126000
   89 6811.452 2.13269   0.474876 1885.56  384.507 75.8757 1.341140 0.001949390 0.01237930 0.780105000
   90 6811.451 2.11942   0.475027 1889.97  386.470 75.9235 1.342050 0.001974930 0.01269650 0.780629000
   91 6811.451 2.11942   0.475027 1889.97  386.470 75.9235 1.342050 0.001974930 0.01269650 0.780629000
   92 6811.451 2.11949   0.475026 1889.98  386.472 75.9230 1.342060 0.001975010 0.01269650 0.780637000
