
 WorkFlow
Start 2024-09-22 08:05:28  Run : 34.9 nSubj: 60 nObs : 480
 Iter      -2LL   GAMMA CMultStdev  tvVmax    tvKm     tvV    tvKa      K12     K21       K13        K31   dVdWT
   22  6865.203 1.60380   0.962731 3996.61 4001.93 49.0416 1.16755 0.828020 3.34958 0.1787810 0.16973200 1.09581
   23  6865.055 1.60424   0.967426 3996.19 4002.59 48.9850 1.16909 0.853874 3.35398 0.1915320 0.17083400 1.09549
   24  6864.681 1.60430   0.968254 3996.13 4002.68 48.9763 1.16940 0.859897 3.35396 0.1944910 0.17084300 1.09544
   25  6858.147 1.60479   0.977231 3995.67 4003.41 48.8957 1.17322 0.942537 3.34504 0.2360460 0.16894000 1.09499
   26  6857.632 1.60436   0.973047 3996.09 4002.77 48.9490 1.17195 0.922311 3.33900 0.2256290 0.16751400 1.09529
   27  6854.062 1.60152   0.948993 3998.83 3998.55 49.2869 1.16554 0.841667 3.28532 0.1855980 0.15528500 1.09717
   28  6851.645 1.60137   0.949238 3998.97 3998.33 49.2977 1.16607 0.859199 3.27619 0.1946810 0.15335500 1.09723
   29  6841.482 1.59811   0.930735 4002.13 3993.49 49.6459 1.16379 0.898086 3.17672 0.2189420 0.13252400 1.09916
   30  6831.506 1.59438   0.905562 4005.75 3987.95 50.0671 1.15875 0.881552 3.08008 0.2162860 0.11344000 1.10149
   31  6805.658 1.58272   0.823788 4017.05 3970.65 51.4221 1.13975 0.752952 2.80549 0.1684500 0.06650260 1.10893
   32  6778.756 1.57674   0.777965 4022.83 3961.80 52.1532 1.12666 0.617121 2.68940 0.1126550 0.05025350 1.11292
   33  6766.469 1.57009   0.728392 4029.26 3951.96 52.9749 1.11209 0.482612 2.56035 0.0653408 0.03494190 1.11737
   34  6762.385 1.57384   0.752252 4025.63 3957.49 52.5359 1.11795 0.515313 2.64303 0.0767371 0.04524680 1.11499
   35  6757.227 1.57176   0.739044 4027.65 3954.41 52.7821 1.11487 0.505850 2.59142 0.0763132 0.03933940 1.11632
   36  6749.514 1.56556   0.697302 4033.67 3945.24 53.5373 1.10371 0.440993 2.45222 0.0607173 0.02559450 1.12038
   37  6746.576 1.56508   0.692952 4034.14 3944.53 53.6054 1.10219 0.428785 2.44220 0.0589272 0.02536240 1.12074
   38  6744.086 1.56226   0.673657 4036.89 3940.35 53.9585 1.09677 0.398591 2.37933 0.0533228 0.02069770 1.12263
   39  6742.165 1.55956   0.656107 4039.52 3936.34 54.2935 1.09207 0.379311 2.31705 0.0517274 0.01669890 1.12441
   40  6740.882 1.55805   0.646408 4041.01 3934.09 54.4827 1.08959 0.372777 2.28096 0.0534546 0.01502200 1.12542
   41  6738.685 1.55491   0.626144 4044.09 3929.43 54.8769 1.08407 0.350555 2.21087 0.0522359 0.01174040 1.12751
   42  6737.757 1.55379   0.618950 4045.20 3927.76 55.0185 1.08223 0.345119 2.18650 0.0536398 0.01127020 1.12826
   43  6735.500 1.55123   0.603253 4047.73 3923.94 55.3376 1.07821 0.334138 2.12983 0.0558000 0.00939627 1.12994
   44  6734.820 1.55038   0.598692 4048.58 3922.67 55.4380 1.07737 0.336224 2.11154 0.0588907 0.00915828 1.13047
   45  6733.577 1.54867   0.589121 4050.31 3920.09 55.6428 1.07533 0.333015 2.07823 0.0612895 0.00875435 1.13156
   46  6730.450 1.54472   0.567379 4054.28 3914.17 56.1142 1.07050 0.322251 2.00334 0.0646000 0.00759883 1.13405
   47  6730.407 1.54369   0.562781 4055.37 3912.58 56.2250 1.07002 0.323267 1.98913 0.0654747 0.00795027 1.13464
   48  6728.678 1.54027   0.546984 4058.89 3907.40 56.6000 1.06766 0.320509 1.93878 0.0660970 0.00820643 1.13664
   49  6720.253 1.53291   0.520030 4066.66 3896.14 57.3227 1.06690 0.327368 1.86538 0.0597093 0.01190050 1.14054
   50  6712.405 1.53240   0.522923 4067.35 3895.25 57.3071 1.07020 0.339288 1.88560 0.0547423 0.01522500 1.14051
   51  6710.629 1.53146   0.520367 4068.37 3893.80 57.3873 1.07070 0.341998 1.88123 0.0531566 0.01651690 1.14095
   52  6709.174 1.52739   0.504593 4072.65 3887.59 57.8036 1.06945 0.341022 1.83753 0.0503561 0.01902270 1.14318
   53  6707.661 1.52640   0.499953 4073.66 3886.11 57.9160 1.06848 0.337994 1.82279 0.0505682 0.01910840 1.14377
   54  6703.060 1.52526   0.497622 4074.94 3884.31 58.0017 1.06941 0.344679 1.82061 0.0522780 0.02247900 1.14424
   55  6696.520 1.52310   0.496902 4077.43 3880.88 58.1141 1.07382 0.376774 1.82878 0.0594058 0.03298490 1.14489
   56  6693.021 1.52472   0.509340 4075.90 3883.24 57.8589 1.07842 0.407234 1.86924 0.0699701 0.03936970 1.14357
   57  6692.182 1.52208   0.502192 4078.73 3879.20 58.0835 1.07925 0.423144 1.84897 0.0770467 0.04602800 1.14478
   58  6692.130 1.52128   0.499424 4079.57 3877.98 58.1591 1.07900 0.423968 1.84067 0.0783436 0.04729650 1.14518
   59  6692.096 1.51966   0.494668 4081.29 3875.53 58.2977 1.07895 0.426037 1.82903 0.0797288 0.05112570 1.14592
   60  6692.096 1.51966   0.494668 4081.29 3875.53 58.2977 1.07895 0.426037 1.82903 0.0797288 0.05112570 1.14592
   61  6692.010 1.51961   0.494682 4081.34 3875.45 58.2981 1.07894 0.426037 1.82882 0.0793425 0.05113860 1.14593
   62  6691.990 1.51941   0.494740 4081.53 3875.19 58.2995 1.07891 0.424544 1.82860 0.0784241 0.05121520 1.14594
   63  6691.981 1.51927   0.494780 4081.66 3875.01 58.3005 1.07888 0.423420 1.82849 0.0778465 0.05126420 1.14595
   64  6691.970 1.51902   0.494854 4081.91 3874.67 58.3024 1.07884 0.421279 1.82832 0.0768222 0.05134510 1.14596
   65  6691.967 1.51889   0.494891 4082.03 3874.50 58.3033 1.07882 0.420188 1.82823 0.0763213 0.05138050 1.14597
   66  6691.964 1.51875   0.494932 4082.17 3874.31 58.3045 1.07880 0.418965 1.82814 0.0757747 0.05141340 1.14598
   67  6691.964 1.51869   0.494951 4082.23 3874.22 58.3050 1.07879 0.418424 1.82809 0.0755375 0.05142490 1.14599
   68  6691.962 1.51863   0.494969 4082.30 3874.14 58.3055 1.07878 0.417885 1.82805 0.0753039 0.05143350 1.14599
   69  6691.962 1.51855   0.494989 4082.37 3874.04 58.3061 1.07877 0.417271 1.82800 0.0750402 0.05143940 1.14600
   70  6691.962 1.51852   0.494998 4082.40 3874.00 58.3064 1.07877 0.417030 1.82798 0.0749373 0.05144040 1.14600
   71  6691.783 1.51849   0.495010 4082.43 3873.95 58.3068 1.07877 0.416066 1.82821 0.0750715 0.05143450 1.14600
   72  6691.783 1.51849   0.495010 4082.43 3873.95 58.3068 1.07877 0.416066 1.82821 0.0750715 0.05143450 1.14600
   73  6691.782 1.51845   0.495020 4082.47 3873.90 58.3072 1.07877 0.415826 1.82815 0.0749303 0.05141900 1.14601
   74  6691.782 1.51845   0.495020 4082.48 3873.90 58.3072 1.07877 0.415809 1.82815 0.0749385 0.05141870 1.14601
   75  6691.782 1.51842   0.495028 4082.51 3873.86 58.3075 1.07877 0.415610 1.82811 0.0748421 0.05140690 1.14601
   76  6691.782 1.51842   0.495028 4082.51 3873.86 58.3075 1.07877 0.415610 1.82811 0.0748421 0.05140690 1.14601
