
 WorkFlow
Start 2024-10-19 14:25:12  Run : 11.75 nSubj: 60 nObs : 480
   21 6457.997   0.486346 6186.74 2382.57 54.6145 1.261080 0.5689080 4.078670 0.0690610 0.0610250 1.044490
   22 6452.359   0.485502 6432.07 2247.14 54.8857 1.340720 0.5574760 4.072460 0.0698703 0.0613464 1.044510
   23 6450.047   0.483760 6527.72 2196.19 55.1641 1.365470 0.5483690 4.071200 0.0700282 0.0616765 1.044360
   24 6449.347   0.481353 6572.55 2172.27 55.4721 1.371980 0.5423500 4.070910 0.0699470 0.0619894 1.044140
   25 6448.954   0.480296 6583.91 2165.33 55.6923 1.365160 0.5381080 4.071380 0.0695089 0.0623859 1.043800
   26 6448.292   0.479920 6591.29 2159.14 56.1622 1.352610 0.5336470 4.071420 0.0690286 0.0628131 1.043500
   27 6446.695   0.481207 6608.92 2142.70 57.4431 1.320380 0.5251760 4.070220 0.0678590 0.0637953 1.042910
   28 6444.382   0.484712 6667.38 2100.51 59.6104 1.289380 0.5168500 4.064840 0.0668181 0.0648178 1.042560
   29 6441.103   0.495940 6782.68 2022.00 63.3095 1.257810 0.5097410 4.052520 0.0660760 0.0657428 1.042810
   30 6439.054   0.505947 6858.07 1971.95 65.7162 1.255730 0.5125800 4.041320 0.0667261 0.0654160 1.043800
   31 6438.276   0.512912 6873.16 1959.53 66.6291 1.264930 0.5202970 4.034660 0.0678577 0.0645097 1.044910
   32 6438.215   0.512895 6861.00 1966.62 66.3198 1.267520 0.5220080 4.035010 0.0679439 0.0643620 1.044950
   33 6438.190   0.511686 6832.48 1983.18 65.7028 1.268650 0.5236960 4.036580 0.0679440 0.0642155 1.044840
   34 6438.189   0.512075 6840.68 1977.99 65.9541 1.266540 0.5228480 4.035890 0.0678836 0.0642943 1.044830
   35 6438.188   0.512154 6842.73 1976.84 65.9882 1.266620 0.5227330 4.035750 0.0678800 0.0643029 1.044840
   36 6438.185   0.512425 6842.78 1976.49 66.0304 1.265640 0.5224580 4.035320 0.0678264 0.0643151 1.044810
   37 6438.176   0.513489 6850.65 1970.26 66.3577 1.261220 0.5203420 4.031840 0.0674752 0.0644089 1.044570
   38 6438.161   0.514186 6853.60 1966.97 66.6295 1.260150 0.5193530 4.027850 0.0673631 0.0642913 1.044500
   39 6438.140   0.515375 6884.96 1941.79 68.0318 1.261030 0.5125340 4.002070 0.0664750 0.0636341 1.043730
   40 6438.059   0.516324 6921.97 1918.52 68.6133 1.275130 0.5070760 3.981300 0.0658416 0.0629830 1.043060
   41 6437.876   0.518536 7008.74 1869.29 69.2013 1.317530 0.4956780 3.938550 0.0645139 0.0615459 1.041700
   42 6437.870   0.519098 7073.54 1832.90 69.7375 1.348500 0.4863160 3.904840 0.0633697 0.0604682 1.040580
   43 6437.869   0.519109 7081.81 1828.31 69.8080 1.352570 0.4849630 3.900190 0.0631938 0.0603230 1.040420
   44 6437.726   0.516077 7098.81 1824.30 69.1986 1.371700 0.4816480 3.893170 0.0627025 0.0600638 1.040150
   45 6437.540   0.512052 7113.03 1821.53 68.7837 1.393860 0.4748990 3.874950 0.0615478 0.0594503 1.039680
   46 6437.232   0.502615 7140.57 1817.03 68.2717 1.451480 0.4513520 3.806130 0.0573170 0.0572367 1.038120
   47 6436.655   0.498170 7136.75 1822.10 68.7292 1.487390 0.4286070 3.733090 0.0530603 0.0548974 1.036780
   48 6434.327   0.489694 7061.83 1860.66 72.7298 1.601730 0.3393250 3.419360 0.0367317 0.0449735 1.031630
   49 6433.251   0.490558 6926.97 1921.30 77.6525 1.668250 0.2795570 3.172850 0.0266374 0.0368352 1.028790
   50 6431.792   0.501495 6853.35 1948.51 79.0031 1.622550 0.2945160 3.206710 0.0292512 0.0370255 1.030860
   51 6431.451   0.505291 6910.49 1912.59 80.0712 1.638190 0.2876750 3.179700 0.0285255 0.0364225 1.030040
   52 6431.332   0.508130 6970.48 1875.58 81.5075 1.669880 0.2758730 3.129840 0.0271818 0.0349905 1.028970
   53 6431.331   0.509150 7005.26 1855.53 82.1301 1.691100 0.2700020 3.104220 0.0266190 0.0341845 1.028470
   54 6431.289   0.510226 7081.51 1815.44 82.3372 1.721600 0.2682400 3.095010 0.0271379 0.0337689 1.028160
   55 6431.179   0.509665 7048.45 1834.76 81.5175 1.696780 0.2753550 3.128010 0.0278914 0.0348433 1.028700
   56 6431.154   0.509551 7055.63 1832.22 81.2330 1.697010 0.2767500 3.136060 0.0282121 0.0350797 1.028780
   57 6431.144   0.509472 7064.28 1828.35 81.1398 1.699080 0.2767350 3.138510 0.0283626 0.0351429 1.028760
   58 6431.143   0.509377 7069.87 1825.50 81.2072 1.701160 0.2755800 3.136040 0.0283029 0.0350686 1.028660
   59 6431.143   0.509352 7071.21 1824.76 81.2427 1.701930 0.2751160 3.134640 0.0282584 0.0350264 1.028620
   60 6431.142   0.509350 7071.27 1824.73 81.2451 1.701970 0.2750860 3.134540 0.0282551 0.0350234 1.028620
   61 6431.101   0.507046 7085.94 1818.09 81.0399 1.696280 0.2758630 3.121550 0.0282159 0.0348108 1.027200
   62 6430.874   0.503852 7072.59 1811.71 80.5341 1.681860 0.2741510 3.109430 0.0283226 0.0342777 1.024200
   63 6430.515   0.500900 7046.70 1789.89 79.4993 1.633710 0.2696690 3.062500 0.0285591 0.0329210 1.014190
   64 6430.360   0.502760 7035.22 1774.11 79.3879 1.606360 0.2672610 3.028380 0.0286244 0.0322715 1.007720
   65 6430.198   0.506591 7018.17 1754.30 79.8498 1.578940 0.2643640 2.985010 0.0286096 0.0318324 1.001680
   66 6430.071   0.509086 7011.19 1749.45 80.4829 1.583150 0.2636420 2.972110 0.0285055 0.0321519 1.001600
   67 6429.918   0.513174 6961.07 1713.25 82.0969 1.572560 0.2573960 2.883120 0.0281509 0.0327173 0.993529
   68 6429.790   0.510220 6951.26 1713.85 81.7197 1.583350 0.2570600 2.875420 0.0281355 0.0328831 0.993365
   69 6429.632   0.502411 6874.16 1698.68 80.8148 1.613220 0.2526620 2.792450 0.0280438 0.0332099 0.987281
   70 6429.580   0.502379 6827.93 1684.68 80.7065 1.623220 0.2497100 2.728340 0.0280369 0.0332112 0.982078
   71 6429.540   0.504086 6721.28 1654.74 80.8524 1.641650 0.2431260 2.575920 0.0281797 0.0328870 0.969842
   72 6429.537   0.504872 6711.19 1650.81 80.9903 1.645720 0.2422390 2.552610 0.0282274 0.0328566 0.968647
   73 6429.524   0.508784 6736.27 1653.98 81.5426 1.652840 0.2423720 2.527300 0.0285389 0.0325612 0.970882
   74 6429.519   0.509435 6775.76 1661.25 81.9102 1.663700 0.2429080 2.528210 0.0286981 0.0327061 0.975373
   75 6429.504   0.507583 6844.63 1674.41 81.9276 1.682880 0.2438840 2.540520 0.0288453 0.0331221 0.985307
   76 6429.484   0.506001 6877.54 1673.82 81.7398 1.693290 0.2421180 2.510810 0.0289049 0.0334721 0.990335
   77 6429.472   0.504553 6884.33 1669.22 81.5318 1.696800 0.2401660 2.479780 0.0289147 0.0336449 0.991764
   78 6429.470   0.503358 6896.45 1657.63 81.2015 1.703940 0.2353840 2.391550 0.0290201 0.0338686 0.994778
   79 6429.390   0.503927 6933.35 1632.48 80.9333 1.693660 0.2245010 2.192130 0.0292818 0.0342640 1.005060
   80 6429.323   0.503617 6971.24 1607.95 80.4734 1.677400 0.2087400 1.875790 0.0299854 0.0345214 1.025540
   81 6429.306   0.503384 6976.58 1600.16 80.2516 1.668880 0.2025830 1.753440 0.0302778 0.0345863 1.033730
   82 6429.280   0.502968 6978.33 1584.27 79.7506 1.641250 0.1898360 1.510920 0.0308583 0.0346954 1.051030
   83 6429.269   0.502629 6966.87 1581.29 79.5302 1.632480 0.1854310 1.429250 0.0310762 0.0346966 1.056940
   84 6429.038   0.503912 6891.51 1591.97 78.7223 1.582100 0.1734360 1.200300 0.0318971 0.0343304 1.079560
   85 6429.020   0.503349 6847.23 1596.86 78.4500 1.563090 0.1689190 1.116160 0.0321093 0.0343288 1.087990
   86 6429.019   0.503326 6845.14 1596.99 78.4354 1.562160 0.1686890 1.112150 0.0321189 0.0343296 1.088370
   87 6428.706   0.501788 6745.71 1611.40 78.1171 1.541590 0.1680650 1.100690 0.0318904 0.0343095 1.088280
   88 6428.404   0.498796 6592.52 1633.05 77.6008 1.503740 0.1672270 1.060820 0.0314626 0.0343796 1.090190
   89 6428.312   0.499364 6574.20 1634.34 77.5916 1.486670 0.1658850 1.042430 0.0313318 0.0344744 1.090940
   90 6428.211   0.501728 6493.28 1639.72 77.5381 1.412270 0.1600450 0.963640 0.0307683 0.0348707 1.094100
   91 6428.174   0.500943 6558.68 1633.49 77.5726 1.443610 0.1614850 0.989606 0.0310997 0.0346651 1.092510
   92 6428.172   0.500895 6561.55 1633.27 77.5728 1.445250 0.1615810 0.990948 0.0311157 0.0346539 1.092370
   93 6428.171   0.500719 6567.90 1633.45 77.5290 1.445810 0.1613960 0.988347 0.0311571 0.0346217 1.092200
   94 6428.171   0.500622 6574.01 1633.44 77.4894 1.446300 0.1612140 0.985909 0.0311934 0.0345887 1.091980
   95 6428.169   0.500640 6579.44 1633.18 77.4871 1.446200 0.1610670 0.984204 0.0312184 0.0345696 1.091530
   96 6428.168   0.500648 6582.54 1632.98 77.4858 1.446180 0.1609740 0.983137 0.0312325 0.0345585 1.091230
   97 6428.167   0.500651 6583.64 1632.91 77.4853 1.446170 0.1609410 0.982758 0.0312375 0.0345545 1.091120
   98 6428.129   0.501268 6593.40 1633.29 77.0768 1.443320 0.1611660 0.992816 0.0312124 0.0345592 1.090920
   99 6428.107   0.501164 6621.18 1633.19 76.5798 1.436450 0.1612390 0.995133 0.0313241 0.0343952 1.088390
  100 6428.083   0.500532 6613.66 1633.59 76.4121 1.429280 0.1624740 1.014070 0.0312126 0.0343993 1.087100
  101 6428.051   0.499341 6604.31 1633.37 76.3241 1.416850 0.1640050 1.033830 0.0311528 0.0343056 1.083320
  102 6428.029   0.498812 6593.42 1631.23 76.4128 1.405730 0.1650020 1.045300 0.0311533 0.0342154 1.078810
  103 6428.012   0.499126 6582.61 1626.74 76.5668 1.394900 0.1656450 1.052100 0.0312020 0.0341531 1.073100
  104 6427.997   0.500087 6578.13 1621.13 76.6966 1.387510 0.1656910 1.050970 0.0313155 0.0341507 1.067090
  105 6427.979   0.501483 6576.29 1613.92 76.7664 1.380980 0.1655440 1.045970 0.0315048 0.0342334 1.058660
  106 6427.954   0.502802 6571.55 1606.79 76.7786 1.377640 0.1654450 1.039130 0.0317315 0.0344520 1.048720
  107 6427.906   0.504171 6562.49 1596.54 76.6045 1.373770 0.1656000 1.026110 0.0322217 0.0349298 1.028620
  108 6427.845   0.504464 6541.35 1585.79 76.1523 1.366460 0.1667560 1.013390 0.0329945 0.0356405 0.997029
  109 6427.805   0.503095 6514.40 1585.14 75.8359 1.364840 0.1682690 1.013790 0.0333557 0.0360393 0.981576
  110 6427.780   0.501189 6491.10 1588.42 75.5872 1.364340 0.1697130 1.019270 0.0335228 0.0361746 0.975192
  111 6427.774   0.500564 6482.06 1589.75 75.5539 1.364440 0.1702160 1.024200 0.0334947 0.0361111 0.977233
  112 6427.763   0.499950 6465.90 1588.03 75.5008 1.363240 0.1709990 1.030910 0.0335317 0.0360238 0.979428
  113 6427.749   0.499687 6447.96 1582.01 75.4753 1.363580 0.1715800 1.036670 0.0335992 0.0358783 0.985883
  114 6427.717   0.499750 6401.84 1561.25 75.3615 1.361760 0.1730020 1.044460 0.0340160 0.0358601 0.990476
  115 6427.697   0.500351 6369.96 1540.90 75.2364 1.359310 0.1738430 1.044240 0.0345066 0.0360562 0.988058
  116 6427.691   0.501021 6368.39 1533.38 75.2273 1.359260 0.1735730 1.038540 0.0346915 0.0362245 0.986041
  117 6427.687   0.501376 6370.94 1531.18 75.2420 1.359990 0.1732420 1.034350 0.0347405 0.0363248 0.986322
  118 6427.685   0.501792 6393.86 1535.83 75.3110 1.362080 0.1720630 1.025540 0.0346107 0.0363638 0.990404
  119 6427.678   0.501844 6400.15 1537.85 75.2911 1.361520 0.1716610 1.020640 0.0346009 0.0363954 0.993823
  120 6427.632   0.501714 6407.34 1551.21 75.1196 1.355080 0.1703240 0.999423 0.0345143 0.0364985 1.023100
  121 6427.613   0.501635 6390.85 1558.87 75.0061 1.350830 0.1700410 0.988334 0.0344911 0.0364790 1.045910
  122 6427.608   0.501596 6371.99 1560.02 74.9622 1.349470 0.1705090 0.989774 0.0345073 0.0364294 1.050680
  123 6427.606   0.501657 6358.83 1559.69 74.9638 1.349430 0.1710010 0.994273 0.0344968 0.0363837 1.049060
  124 6427.603   0.501730 6350.96 1559.25 74.9344 1.348970 0.1711570 0.993984 0.0345280 0.0363876 1.049110
  125 6427.597   0.501934 6344.16 1559.86 74.9332 1.350020 0.1710660 0.992041 0.0345097 0.0363619 1.047860
  126 6427.583   0.502719 6320.30 1563.78 74.8695 1.351340 0.1700930 0.974255 0.0345051 0.0363274 1.035410
  127 6427.552   0.503352 6305.08 1579.53 74.8368 1.350530 0.1675180 0.940882 0.0342505 0.0362329 1.032200
  128 6427.474   0.503981 6284.37 1640.98 74.8440 1.346080 0.1579190 0.830004 0.0331343 0.0357509 1.031560
  129 6427.409   0.503315 6301.22 1716.60 74.9165 1.337720 0.1466810 0.719869 0.0316955 0.0350385 1.043220
  130 6427.345   0.501292 6366.07 1808.85 75.1100 1.328310 0.1334730 0.611120 0.0298946 0.0340001 1.064140
  131 6427.329   0.500839 6385.61 1843.84 75.1820 1.327530 0.1286540 0.569395 0.0292940 0.0336467 1.069100
  132 6427.307   0.500285 6411.43 1887.42 75.2912 1.326100 0.1227030 0.521064 0.0285245 0.0331689 1.075260
  133 6427.281   0.499716 6441.84 1931.74 75.4212 1.325300 0.1167650 0.475219 0.0277432 0.0326714 1.082410
  134 6427.256   0.499097 6475.49 1976.85 75.5687 1.324990 0.1109130 0.432062 0.0269481 0.0321563 1.090620
  135 6427.234   0.498535 6504.87 2008.71 75.6970 1.325510 0.1068550 0.403841 0.0263886 0.0317724 1.096750
  136 6427.204   0.495170 6683.05 2165.30 76.4390 1.333020 0.0883420 0.286822 0.0237491 0.0298188 1.124340
  137 6427.070   0.494650 6700.55 2129.69 76.5054 1.341320 0.0925058 0.321412 0.0242935 0.0300484 1.113950
  138 6426.909   0.494432 6766.13 2197.48 77.0199 1.345410 0.0858673 0.287679 0.0228885 0.0290495 1.126050
  139 6426.806   0.494169 6816.79 2245.04 77.3856 1.349640 0.0811050 0.263260 0.0219581 0.0283468 1.135330
  140 6426.691   0.494186 6862.31 2290.82 77.7834 1.355830 0.0764793 0.240413 0.0210436 0.0276199 1.145290
  141 6426.571   0.496872 6990.46 2476.55 79.6179 1.386470 0.0587020 0.159259 0.0173334 0.0244205 1.178210
  142 6426.412   0.499952 6838.14 2364.31 79.0295 1.384380 0.0681243 0.209254 0.0189432 0.0255865 1.155900
  143 6426.277   0.497909 6861.47 2377.89 78.8118 1.381730 0.0673508 0.200880 0.0191165 0.0257294 1.151490
  144 6426.156   0.496859 6880.55 2427.82 78.8931 1.384830 0.0636757 0.179351 0.0186937 0.0253994 1.155180
  145 6426.046   0.497075 6848.87 2438.68 78.8050 1.384550 0.0632815 0.175941 0.0187604 0.0254538 1.152730
  146 6425.843   0.498407 6750.77 2456.15 78.5821 1.382260 0.0632122 0.173928 0.0190199 0.0256891 1.151960
  147 6425.786   0.498494 6734.58 2460.56 78.4141 1.373960 0.0632183 0.172062 0.0191782 0.0259054 1.145650
  148 6425.700   0.498505 6743.66 2457.30 78.2040 1.360220 0.0634278 0.171156 0.0194517 0.0263272 1.131720
  149 6425.606   0.498419 6800.03 2456.83 78.2089 1.351600 0.0626969 0.167823 0.0194806 0.0265577 1.114980
  150 6425.432   0.498245 6954.98 2452.10 78.4580 1.349850 0.0611587 0.163657 0.0193520 0.0267606 1.091580
  151 6425.172   0.498289 7231.01 2447.48 79.0667 1.364310 0.0587069 0.159272 0.0189447 0.0266729 1.061420
  152 6424.783   0.498056 7719.63 2481.36 80.3467 1.408900 0.0537984 0.150607 0.0177387 0.0256254 1.031350
  153 6424.236   0.497918 8490.41 2563.65 82.2368 1.485620 0.0481384 0.146457 0.0160241 0.0236176 0.998651
  154 6423.709   0.498437 9168.54 2724.05 84.1205 1.565150 0.0415467 0.134717 0.0141017 0.0208372 0.986387
  155 6423.305   0.499782 9281.19 2799.87 84.2697 1.592360 0.0420091 0.141740 0.0141575 0.0195809 0.986022
  156 6423.217   0.500398 9254.14 2880.55 84.5182 1.587840 0.0393535 0.128405 0.0134814 0.0183579 1.011740
  157 6423.145   0.500721 9266.92 2882.71 84.4520 1.574110 0.0399639 0.131521 0.0135145 0.0178141 1.018960
  158 6423.120   0.499832 9248.12 2892.08 84.4216 1.560200 0.0400813 0.131022 0.0134683 0.0174646 1.025000
  159 6423.110   0.499089 9214.85 2893.81 84.3446 1.553510 0.0403366 0.131061 0.0134975 0.0174899 1.025590
  160 6423.091   0.498095 9196.07 2903.46 84.2392 1.546300 0.0405956 0.130970 0.0135084 0.0176012 1.025020
  161 6423.076   0.497795 9195.79 2909.41 84.1658 1.544300 0.0406744 0.130696 0.0135027 0.0177636 1.024840
  162 6423.022   0.497651 9167.83 2911.93 83.6186 1.532450 0.0416574 0.131807 0.0137601 0.0187411 1.023250
  163 6422.990   0.498386 9223.81 2912.04 83.4920 1.530360 0.0415843 0.131786 0.0138425 0.0190448 1.024770
  164 6422.905   0.500471 9459.23 2899.67 83.0088 1.515720 0.0411502 0.132109 0.0142759 0.0199526 1.039090
  165 6422.861   0.500215 9496.63 2882.97 82.8341 1.502690 0.0412138 0.133113 0.0144994 0.0201196 1.045750
  166 6422.824   0.498229 9595.13 2860.07 82.6208 1.483230 0.0410692 0.134389 0.0148619 0.0203169 1.057710
  167 6422.824   0.498229 9595.14 2860.08 82.6208 1.483230 0.0410691 0.134389 0.0148619 0.0203169 1.057710
  168 6422.821   0.497752 9593.29 2859.30 82.6536 1.483940 0.0410844 0.134307 0.0148625 0.0203123 1.057460
  169 6422.820   0.497602 9592.46 2859.00 82.6589 1.484030 0.0410871 0.134280 0.0148624 0.0203105 1.057380
  170 6422.819   0.497616 9592.42 2859.03 82.6581 1.484030 0.0410867 0.134282 0.0148624 0.0203107 1.057380
  171 6422.819   0.497616 9592.42 2859.03 82.6581 1.484030 0.0410867 0.134282 0.0148624 0.0203107 1.057380
