
 WorkFlow
Start 2024-10-22 08:48:45  Run : 39.95 nSubj: 60 nObs : 480
   17 6800.464 1.778250   0.552843 3867.72 4164.200 52.2284 0.972646 0.6792620 4.05034 0.09198680 0.0367550
   18 6800.327 1.777850   0.553364 3868.39 4163.130 52.3937 0.974232 0.6802660 4.04894 0.09228340 0.0366907
   19 6799.824 1.776010   0.555802 3871.21 4158.710 53.0943 0.982209 0.6828310 4.04113 0.09323750 0.0365662
   20 6799.152 1.773760   0.556084 3873.51 4155.080 53.8049 0.992630 0.6817940 4.02488 0.09291560 0.0370071
   21 6796.723 1.762520   0.562442 3886.04 4135.300 57.4957 1.045580 0.6759700 3.95323 0.09278170 0.0386626
   22 6794.178 1.751980   0.564748 3895.48 4120.300 60.6397 1.097650 0.6607350 3.87513 0.08974330 0.0414587
   23 6790.214 1.727980   0.573462 3917.69 4085.110 68.1089 1.218290 0.6242460 3.70777 0.08403030 0.0476919
   24 6789.477 1.719560   0.574824 3922.33 4077.620 69.8618 1.263400 0.6005180 3.63711 0.07840770 0.0516558
   25 6789.371 1.718130   0.574766 3922.76 4076.870 69.9766 1.270620 0.5947200 3.62537 0.07715400 0.0524558
   26 6789.370 1.717970   0.574500 3922.61 4077.080 69.9072 1.271250 0.5934640 3.62365 0.07681230 0.0526279
   27 6789.370 1.717930   0.574466 3922.62 4077.070 69.9013 1.271420 0.5932750 3.62333 0.07676570 0.0526531
   28 6789.364 1.717760   0.573562 3922.20 4077.640 69.6821 1.271070 0.5914820 3.62207 0.07623850 0.0528641
   29 6789.364 1.717760   0.573556 3922.20 4077.640 69.6811 1.271080 0.5914620 3.62203 0.07623350 0.0528666
   30 6789.312 1.716810   0.573314 3923.06 4076.240 69.6139 1.272510 0.5906730 3.62276 0.07627810 0.0528467
   31 6789.100 1.713890   0.572602 3925.65 4072.020 69.4400 1.276610 0.5903850 3.61909 0.07630680 0.0527888
   32 6786.585 1.572410   0.538479 4054.05 3865.810 61.3027 1.476350 0.5765070 3.43773 0.07764400 0.0499595
   33 6785.652 1.611980   0.548765 4017.36 3923.950 63.7227 1.416900 0.5803020 3.49004 0.07726520 0.0507798
   34 6785.572 1.609540   0.548888 4019.61 3920.570 63.7603 1.417390 0.5801340 3.48770 0.07727320 0.0507573
   35 6785.496 1.605960   0.548743 4022.76 3915.500 63.7332 1.419450 0.5797740 3.48416 0.07729630 0.0507151
   36 6770.797 1.233680   0.549275 4377.32 3382.840 64.8935 1.574950 0.5405770 3.12696 0.07943730 0.0468215
   37 6765.812 1.140540   0.548797 4477.02 3244.160 65.0753 1.619230 0.5289630 3.03602 0.08007240 0.0457866
   38 6755.380 1.009540   0.549781 4626.38 3044.180 65.8144 1.676410 0.5084930 2.91723 0.08112980 0.0443989
   39 6737.498 0.822779   0.556007 4859.09 2746.060 68.4062 1.739210 0.4688010 2.77069 0.08301710 0.0426594
   40 6727.901 0.871630   0.562324 4791.42 2821.590 70.2357 1.679000 0.4675880 2.85516 0.08279250 0.0436867
   41 6726.638 0.834995   0.559553 4839.89 2762.620 70.1057 1.700410 0.4605860 2.82059 0.08305430 0.0432777
   42 6726.200 0.819966   0.555496 4860.47 2737.710 69.8236 1.710200 0.4567940 2.80773 0.08306080 0.0431274
   43 6725.414 0.816441   0.548895 4867.50 2731.620 69.4302 1.711780 0.4547940 2.80799 0.08279400 0.0431635
   44 6724.664 0.798600   0.498529 4911.17 2696.150 66.5616 1.713010 0.4425050 2.81269 0.08037310 0.0435312
   45 6722.359 0.821277   0.515670 4875.71 2734.640 68.2578 1.685840 0.4498130 2.83176 0.08070080 0.0437825
   46 6721.108 0.841096   0.515191 4852.27 2766.140 69.3285 1.646860 0.4535500 2.85826 0.07991200 0.0443210
   47 6719.970 0.866685   0.508533 4827.73 2805.580 71.0252 1.576760 0.4571970 2.90099 0.07815840 0.0453180
   48 6719.653 0.867995   0.503398 4831.47 2806.390 71.6420 1.548130 0.4560590 2.91323 0.07726530 0.0457185
   49 6719.367 0.861232   0.500614 4846.01 2793.730 72.0329 1.529010 0.4534000 2.91640 0.07656580 0.0459611
   50 6719.056 0.851864   0.497746 4867.26 2774.370 71.9787 1.510330 0.4494530 2.91765 0.07561260 0.0462055
   51 6718.598 0.850800   0.499027 4879.77 2766.650 71.9050 1.484280 0.4472240 2.92589 0.07451980 0.0465516
   52 6717.565 0.864222   0.507155 4885.21 2774.940 71.1795 1.438160 0.4464710 2.95014 0.07257190 0.0472167
   53 6717.201 0.877555   0.511291 4887.58 2782.960 69.6565 1.419970 0.4456290 2.96542 0.07130060 0.0475382
   54 6717.162 0.881891   0.509746 4886.29 2785.400 69.2002 1.421750 0.4454770 2.96690 0.07117720 0.0475191
   55 6717.094 0.886877   0.508577 4884.71 2788.080 69.2098 1.419020 0.4457240 2.96841 0.07112480 0.0475119
   56 6716.967 0.892440   0.508472 4887.66 2785.280 69.2785 1.421930 0.4460150 2.96266 0.07132760 0.0473189
   57 6716.718 0.907699   0.508827 4910.79 2766.330 69.2879 1.413950 0.4447550 2.94788 0.07115460 0.0469269
   58 6716.339 0.926363   0.511414 4958.63 2726.870 69.5364 1.397970 0.4421000 2.92053 0.07080540 0.0463190
   59 6715.615 0.955679   0.514056 5069.02 2635.820 69.9427 1.368420 0.4352240 2.86176 0.07002800 0.0450916
   60 6713.841 1.085460   0.524787 5647.60 2194.010 70.4868 1.246350 0.3976240 2.57489 0.06616830 0.0392427
   61 6712.958 1.070070   0.520588 5593.25 2236.530 69.4956 1.255250 0.3993610 2.61157 0.06591160 0.0400395
   62 6711.819 1.084930   0.510464 5695.99 2176.210 66.4215 1.226270 0.3874480 2.59965 0.06320800 0.0399699
   63 6711.168 1.104060   0.507050 5827.32 2084.470 66.0861 1.218040 0.3777620 2.54004 0.06267920 0.0387527
   64 6710.442 1.187560   0.500470 6255.83 1809.480 65.8352 1.162620 0.3489270 2.35937 0.06050960 0.0350998
   65 6710.246 1.192790   0.503545 6235.42 1824.230 65.9403 1.157260 0.3503880 2.37023 0.06042760 0.0353149
   66 6710.128 1.204270   0.506565 6240.72 1823.440 65.8395 1.155170 0.3502090 2.36885 0.06029030 0.0352966
   67 6710.064 1.225380   0.507173 6302.23 1789.180 65.5870 1.145360 0.3459640 2.34727 0.05970000 0.0349247
   68 6709.958 1.248540   0.506480 6363.61 1756.490 65.4734 1.133790 0.3413850 2.32887 0.05890720 0.0347241
   69 6709.699 1.281050   0.504213 6459.35 1704.480 65.4632 1.126800 0.3339910 2.29781 0.05776730 0.0345166
   70 6709.575 1.326030   0.502346 6618.19 1618.730 65.2518 1.108070 0.3227280 2.24521 0.05611210 0.0339094
   71 6709.181 1.369030   0.501087 6753.31 1548.570 65.1180 1.105660 0.3122760 2.20241 0.05436600 0.0338229
   72 6708.782 1.436280   0.499343 6963.67 1444.010 64.9307 1.097270 0.2966430 2.13842 0.05163520 0.0337044
   73 6707.360 1.537480   0.497824 7225.99 1322.450 65.1684 1.106960 0.2752160 2.06865 0.04696860 0.0349277
   74 6704.017 1.793680   0.495966 7777.91 1093.390 67.1513 1.165370 0.2293560 1.94053 0.03575070 0.0403423
   75 6699.553 1.892570   0.496030 7777.75 1101.710 69.5278 1.271820 0.2162850 1.97738 0.02955800 0.0484744
   76 6697.940 2.233440   0.496361 8170.03  967.760 75.0572 1.408840 0.1775340 1.92203 0.01852550 0.0619762
   77 6695.916 2.205800   0.499017 7936.14 1059.090 77.0193 1.444440 0.1879480 1.98628 0.01914220 0.0644823
   78 6695.786 2.248520   0.499298 7984.06 1043.340 76.9784 1.452600 0.1844260 1.97683 0.01830980 0.0653466
   79 6695.666 2.359690   0.498145 8100.95 1007.930 76.3911 1.456260 0.1761250 1.95843 0.01635300 0.0671536
   80 6695.580 2.355860   0.498868 8079.77 1016.020 76.4410 1.452860 0.1773110 1.96404 0.01654000 0.0670356
   81 6695.490 2.382090   0.499396 8087.37 1015.780 76.3425 1.442380 0.1760730 1.96890 0.01616590 0.0674642
   82 6695.372 2.431910   0.499424 8115.75 1009.660 75.8930 1.406440 0.1727260 1.97857 0.01543690 0.0679543
   83 6695.268 2.470710   0.499023 8142.78 1001.100 76.2244 1.398380 0.1684750 1.98607 0.01447620 0.0695362
   84 6695.065 2.666560   0.495931 8295.66  949.354 77.2327 1.358320 0.1453410 2.02388 0.00995616 0.0779169
   85 6694.868 2.586730   0.496430 8230.79  966.285 77.0153 1.369590 0.1501280 2.02658 0.01103210 0.0762638
   86 6694.787 2.411920   0.498609 8094.22  997.140 77.3016 1.436590 0.1597370 2.02068 0.01354360 0.0735021
   87 6694.471 2.495990   0.497481 8156.44  973.104 77.5665 1.420660 0.1483350 2.04119 0.01145530 0.0775093
   88 6694.022 2.640340   0.495695 8243.82  926.829 78.6407 1.426620 0.1235610 2.09473 0.00765721 0.0878332
   89 6693.885 2.740620   0.494354 8271.26  895.536 79.3886 1.436240 0.1026380 2.16036 0.00506455 0.0979963
   90 6693.484 2.687780   0.495055 8199.91  911.112 79.2561 1.449120 0.1041860 2.17312 0.00554958 0.0974689
   91 6693.336 2.584810   0.497815 8091.82  934.409 79.4592 1.489040 0.1103200 2.16591 0.00704483 0.0944182
   92 6693.148 2.616110   0.497373 8100.83  920.787 80.0207 1.496350 0.1026830 2.18816 0.00612708 0.0982045
   93 6692.987 2.669240   0.496663 8103.02  899.118 81.0155 1.511640 0.0894057 2.23285 0.00467109 0.1053640
   94 6692.908 2.673770   0.496673 8082.70  892.605 81.5475 1.522840 0.0847629 2.25075 0.00437464 0.1077530
   95 6692.671 2.638160   0.497422 7993.29  884.915 82.7396 1.555280 0.0778031 2.28086 0.00450263 0.1103780
   96 6692.551 2.627000   0.497562 7941.24  878.288 82.9627 1.559670 0.0739362 2.29760 0.00472105 0.1108950
   97 6692.433 2.603860   0.497304 7830.62  862.062 83.5353 1.578180 0.0635267 2.34953 0.00471820 0.1145290
   98 6692.401 2.636880   0.495811 7695.63  833.042 84.1535 1.591610 0.0476676 2.43580 0.00415690 0.1218100
   99 6692.348 2.641570   0.495130 7674.42  834.667 83.8243 1.579740 0.0475265 2.44356 0.00427835 0.1212940
  100 6692.335 2.626390   0.495969 7695.50  846.328 83.4490 1.566810 0.0522286 2.42508 0.00452506 0.1188350
  101 6692.314 2.631540   0.496217 7679.86  843.372 83.6195 1.568860 0.0501368 2.43933 0.00433232 0.1203460
  102 6692.306 2.642820   0.496351 7652.28  838.661 83.7936 1.569340 0.0467856 2.46371 0.00403888 0.1227170
  103 6692.292 2.649090   0.496623 7673.85  842.994 83.7232 1.567950 0.0487502 2.45287 0.00399941 0.1221480
  104 6692.281 2.657040   0.496858 7657.81  843.247 83.8832 1.571530 0.0476572 2.46414 0.00383331 0.1234490
  105 6692.270 2.663000   0.497132 7607.97  843.224 84.1246 1.574290 0.0450311 2.49351 0.00359958 0.1259220
  106 6692.266 2.662510   0.496873 7615.12  842.161 84.0130 1.572970 0.0454228 2.48771 0.00367230 0.1252920
  107 6692.256 2.662930   0.496106 7611.06  839.436 83.8134 1.573910 0.0454628 2.48379 0.00377604 0.1246760
  108 6692.253 2.667580   0.494879 7591.11  833.493 83.4978 1.574270 0.0446537 2.48503 0.00389760 0.1242170
  109 6692.245 2.672050   0.493951 7559.56  829.012 83.0531 1.566380 0.0442967 2.49053 0.00400322 0.1236610
  110 6692.209 2.668770   0.494515 7540.49  830.489 83.0709 1.562060 0.0447550 2.49492 0.00400259 0.1236720
  111 6692.092 2.674260   0.497304 7445.71  837.428 83.0427 1.531460 0.0490201 2.50993 0.00382245 0.1234890
  112 6692.009 2.672950   0.496908 7387.81  831.361 83.0690 1.532820 0.0488598 2.51573 0.00391141 0.1233770
  113 6691.923 2.678490   0.496720 7316.44  824.784 83.0794 1.532380 0.0487210 2.52504 0.00394299 0.1235260
  114 6691.454 2.714180   0.494943 6569.45  759.444 82.9370 1.520570 0.0490124 2.62025 0.00451488 0.1236940
  115 6691.328 2.714530   0.493948 6468.08  742.636 83.4243 1.548640 0.0465569 2.62745 0.00473529 0.1243020
  116 6691.274 2.706910   0.492461 6158.09  706.920 84.1748 1.588250 0.0432221 2.66031 0.00538719 0.1248190
  117 6691.183 2.677210   0.492939 6048.31  696.722 84.6394 1.608740 0.0427500 2.66320 0.00602463 0.1237770
  118 6691.112 2.650800   0.495038 5746.11  664.412 85.3064 1.638810 0.0432065 2.66973 0.00733851 0.1211090
  119 6691.013 2.642250   0.498767 5659.97  650.215 85.6204 1.650740 0.0464329 2.63611 0.00823076 0.1175830
  120 6690.861 2.653330   0.500120 5672.87  645.310 85.5408 1.647620 0.0513529 2.59161 0.00852280 0.1144840
  121 6690.706 2.650980   0.501164 5717.76  641.332 85.2994 1.640880 0.0616306 2.50797 0.00929490 0.1082710
  122 6690.666 2.630890   0.501252 5669.81  630.329 85.1422 1.646610 0.0705964 2.44471 0.01050800 0.1025740
  123 6690.578 2.610130   0.498234 5619.77  625.822 84.6061 1.645250 0.0737625 2.43259 0.01114200 0.1003190
  124 6690.535 2.594920   0.495065 5539.02  620.866 84.1213 1.641880 0.0750855 2.44062 0.01151570 0.0994153
  125 6690.535 2.594070   0.494929 5531.48  620.315 84.0500 1.640150 0.0757011 2.43917 0.01156490 0.0991381
  126 6690.535 2.593560   0.494865 5527.09  619.965 84.0110 1.639210 0.0760813 2.43812 0.01159740 0.0989635
  127 6690.535 2.593490   0.494839 5527.78  620.271 83.9380 1.636350 0.0765841 2.43694 0.01160550 0.0987677
  128 6690.529 2.597890   0.495355 5550.87  624.544 84.2265 1.639400 0.0760670 2.44113 0.01122720 0.0998795
  129 6690.527 2.597270   0.495670 5552.05  625.923 84.3331 1.640760 0.0758577 2.44401 0.01113910 0.1002590
  130 6690.525 2.596770   0.495811 5561.29  628.277 84.3621 1.641630 0.0756727 2.44652 0.01102910 0.1006450
  131 6690.523 2.596660   0.495786 5580.42  632.262 84.3162 1.641470 0.0756587 2.44893 0.01086170 0.1010980
  132 6690.523 2.597010   0.495624 5594.40  634.835 84.2379 1.640200 0.0757984 2.44973 0.01076590 0.1012900
  133 6690.522 2.598130   0.495377 5611.56  637.764 84.1371 1.637610 0.0760374 2.45041 0.01065470 0.1014790
  134 6690.521 2.599010   0.495175 5620.18  638.942 84.0543 1.634440 0.0762512 2.45051 0.01062510 0.1014740
  135 6690.518 2.601350   0.494825 5640.87  641.427 83.8927 1.625390 0.0766696 2.45148 0.01055940 0.1015180
  136 6690.514 2.603060   0.494766 5650.69  642.178 83.8231 1.617670 0.0768917 2.45307 0.01054610 0.1015720
  137 6690.506 2.604510   0.495006 5652.67  641.496 83.8447 1.610430 0.0768718 2.45627 0.01056630 0.1017820
  138 6690.494 2.605500   0.495582 5641.27  638.680 83.9785 1.604820 0.0765532 2.46229 0.01064020 0.1022910
  139 6690.479 2.605230   0.496175 5606.88  633.099 84.1267 1.603290 0.0764666 2.46872 0.01082510 0.1028060
  140 6690.451 2.605750   0.496744 5541.31  623.749 84.3105 1.607110 0.0766321 2.48012 0.01111600 0.1040010
  141 6690.418 2.609380   0.496493 5475.06  616.106 84.3121 1.615290 0.0777158 2.49146 0.01132340 0.1055490
  142 6690.387 2.618630   0.495179 5449.61  616.412 84.0637 1.624400 0.0796198 2.50106 0.01117800 0.1075350
  143 6690.374 2.623840   0.493981 5431.36  616.059 83.8051 1.627630 0.0812458 2.50058 0.01121440 0.1077420
  144 6690.364 2.628200   0.493086 5419.78  615.844 83.5942 1.627380 0.0827946 2.49639 0.01128530 0.1073870
  145 6690.347 2.633790   0.492210 5399.98  614.448 83.3690 1.625140 0.0851170 2.48903 0.01145950 0.1067450
  146 6690.303 2.645360   0.490912 5353.78  610.987 82.9407 1.617910 0.0911149 2.47255 0.01190260 0.1056430
  147 6690.207 2.664360   0.489314 5268.57  604.663 82.1663 1.600940 0.1044290 2.44132 0.01290740 0.1042580
  148 6690.072 2.690060   0.487351 5106.56  592.392 80.5478 1.562810 0.1365170 2.37048 0.01575310 0.1016120
  149 6689.822 2.676350   0.488519 5050.28  578.715 80.5461 1.563430 0.1412060 2.34019 0.01807780 0.0999493
  150 6689.474 2.672960   0.490283 5012.17  584.243 79.3580 1.532430 0.1668380 2.30667 0.02058130 0.1017470
  151 6689.444 2.631010   0.496321 5029.37  608.822 77.7722 1.488290 0.1975360 2.30678 0.02338780 0.1085990
  152 6689.293 2.618010   0.498007 5111.00  619.640 78.2225 1.497090 0.1853040 2.33751 0.02179980 0.1110060
  153 6689.206 2.611760   0.494383 4876.77  570.956 78.2194 1.508480 0.1901730 2.26680 0.02557720 0.0997740
  154 6689.125 2.602180   0.495873 4981.06  593.142 77.9007 1.495630 0.1913660 2.28559 0.02463580 0.1031580
  155 6689.103 2.591700   0.495909 4979.06  596.462 77.5382 1.486580 0.1956060 2.28251 0.02524340 0.1029190
  156 6689.062 2.571320   0.495252 4931.16  598.514 76.5921 1.465520 0.2077720 2.27066 0.02731600 0.1015780
  157 6689.042 2.568750   0.494744 4879.38  594.872 76.2954 1.460870 0.2118300 2.26879 0.02822900 0.1008750
  158 6689.016 2.573930   0.494021 4778.21  588.932 75.7223 1.449240 0.2206360 2.26960 0.02990550 0.1004150
  159 6689.011 2.582150   0.494207 4752.92  587.460 75.6500 1.445930 0.2222360 2.27165 0.03013670 0.1005610
  160 6689.010 2.587020   0.494485 4744.64  587.013 75.6176 1.444070 0.2232360 2.27214 0.03024030 0.1007980
  161 6689.009 2.591440   0.494799 4752.13  587.212 75.7089 1.445160 0.2222050 2.27340 0.03000150 0.1011550
  162 6689.008 2.595320   0.495124 4763.41  587.753 75.7807 1.445840 0.2214500 2.27332 0.02979590 0.1015130
  163 6689.001 2.603880   0.495711 4792.32  588.822 75.9772 1.448840 0.2190300 2.27349 0.02923790 0.1024820
  164 6688.982 2.614640   0.496413 4824.53  589.757 76.1354 1.450330 0.2171480 2.27133 0.02878000 0.1038980
  165 6688.911 2.640620   0.497691 4863.64  589.603 76.2026 1.447710 0.2168120 2.26394 0.02853820 0.1078090
  166 6688.749 2.685890   0.499300 4850.11  583.837 75.7255 1.430960 0.2250670 2.24424 0.02995110 0.1157210
  167 6688.487 2.748390   0.499942 4849.63  577.796 75.0391 1.408350 0.2335670 2.21219 0.03173190 0.1285280
  168 6688.173 2.795270   0.498071 4789.46  572.310 73.7774 1.380610 0.2487180 2.17347 0.03515960 0.1433440
  169 6688.086 2.805140   0.494169 4773.64  571.922 73.3914 1.379080 0.2483690 2.15774 0.03619800 0.1523380
  170 6688.031 2.782640   0.489473 4411.45  554.181 70.7173 1.328980 0.2929080 2.12971 0.04648440 0.1575190
  171 6687.832 2.755480   0.492640 4598.77  565.525 72.5432 1.363820 0.2643690 2.16262 0.03993460 0.1440610
  172 6687.742 2.752900   0.492255 4581.31  566.747 71.8616 1.343580 0.2722630 2.14652 0.04190480 0.1428710
  173 6687.618 2.751620   0.491616 4472.57  558.330 70.6085 1.313530 0.2888480 2.12226 0.04654470 0.1414960
  174 6687.522 2.760220   0.491135 4369.78  549.593 69.3939 1.285830 0.3036050 2.10390 0.05099400 0.1414370
  175 6687.390 2.772300   0.491054 4277.27  540.878 68.2768 1.262500 0.3153630 2.09102 0.05510480 0.1409250
  176 6687.246 2.810580   0.491115 4164.24  531.813 66.5736 1.226660 0.3360100 2.06289 0.06206660 0.1468720
  177 6687.196 2.825200   0.491742 4159.92  533.661 66.1785 1.217370 0.3409570 2.05025 0.06422400 0.1487540
  178 6687.110 2.843810   0.491879 4082.67  529.527 65.0102 1.187630 0.3582920 2.02325 0.07029370 0.1510630
  179 6687.110 2.843810   0.491877 4082.75  529.527 65.0118 1.187670 0.3582690 2.02329 0.07028560 0.1510680
  180 6687.104 2.843350   0.491729 4079.21  529.506 64.9818 1.187280 0.3576480 2.02385 0.07032060 0.1509680
  181 6687.095 2.841170   0.491417 4074.64  529.167 64.9248 1.186530 0.3573930 2.02259 0.07029690 0.1507590
  182 6687.088 2.838640   0.491042 4069.07  528.753 64.8599 1.185490 0.3570250 2.02102 0.07026740 0.1505280
  183 6687.076 2.829110   0.489666 4047.23  527.094 64.6221 1.181350 0.3556320 2.01418 0.07014340 0.1495830
  184 6687.074 2.824410   0.488967 4034.17  526.134 64.5165 1.178950 0.3548640 2.00975 0.07008160 0.1489280
  185 6687.073 2.820950   0.488477 4023.40  525.343 64.4434 1.176990 0.3542500 2.00584 0.07003330 0.1483570
  186 6687.073 2.816670   0.487898 4008.51  524.258 64.3573 1.174310 0.3534160 2.00019 0.06997170 0.1475230
  187 6687.054 2.820450   0.488514 4015.77  524.780 64.4594 1.175870 0.3540220 2.00189 0.07001600 0.1478690
  188 6686.993 2.828990   0.490123 4017.28  524.972 64.7368 1.177560 0.3548760 1.99859 0.07011940 0.1477580
  189 6686.921 2.834320   0.491486 3991.85  523.329 64.9824 1.175550 0.3543930 1.98419 0.07020080 0.1461040
  190 6686.795 2.836990   0.493157 3905.04  517.466 65.2923 1.166260 0.3512090 1.94225 0.07029660 0.1408370
  191 6686.704 2.830860   0.493259 3808.54  510.626 65.3147 1.155010 0.3467530 1.89920 0.07030360 0.1351880
  192 6686.657 2.821360   0.492254 3742.62  505.510 65.1200 1.147810 0.3431530 1.87101 0.07026480 0.1313890
  193 6686.631 2.815560   0.491325 3718.66  503.065 64.9237 1.146860 0.3415150 1.86011 0.07025890 0.1299290
  194 6686.588 2.810310   0.490205 3699.92  500.016 64.6523 1.150240 0.3398620 1.84865 0.07033210 0.1285320
  195 6686.523 2.808290   0.489317 3684.64  495.696 64.3727 1.160180 0.3381650 1.83308 0.07057690 0.1269040
  196 6686.457 2.811720   0.489252 3669.25  490.142 64.2392 1.175130 0.3365490 1.81152 0.07101960 0.1248760
  197 6686.425 2.817860   0.489938 3678.16  488.283 64.3627 1.185030 0.3367200 1.80599 0.07133840 0.1247310
  198 6686.406 2.821060   0.490560 3676.80  486.395 64.5571 1.189530 0.3365400 1.79879 0.07157910 0.1242750
  199 6686.383 2.821330   0.490907 3681.90  485.004 64.7829 1.192150 0.3365330 1.79602 0.07179070 0.1243740
  200 6686.338 2.815710   0.490975 3688.55  481.109 65.2038 1.195910 0.3359050 1.78895 0.07223370 0.1244870
  201 6686.298 2.803230   0.490407 3683.93  475.607 65.5153 1.197830 0.3342690 1.77716 0.07267990 0.1240770
  202 6686.268 2.788070   0.489563 3673.20  470.354 65.6104 1.197810 0.3322830 1.76575 0.07300680 0.1235190
  203 6686.253 2.780180   0.489278 3660.44  467.536 65.5144 1.196920 0.3309710 1.75787 0.07312120 0.1229160
  204 6686.241 2.777050   0.489569 3653.38  466.096 65.3814 1.196310 0.3303160 1.75372 0.07318250 0.1226980
  205 6686.225 2.776070   0.490563 3650.19  464.605 65.2428 1.195800 0.3299290 1.75000 0.07330960 0.1228470
  206 6686.207 2.779030   0.492084 3652.66  463.668 65.1699 1.194820 0.3300890 1.74798 0.07348150 0.1234470
  207 6686.184 2.785120   0.493831 3659.78  462.334 65.1945 1.194070 0.3305280 1.74504 0.07379570 0.1244170
  208 6686.157 2.793060   0.495261 3662.00  459.720 65.2912 1.192750 0.3306620 1.73654 0.07427310 0.1251900
  209 6686.109 2.809190   0.496394 3678.96  457.575 65.4017 1.190020 0.3316470 1.73104 0.07498250 0.1273610
  210 6686.027 2.837460   0.496539 3700.44  454.534 65.4242 1.183690 0.3330020 1.72085 0.07610800 0.1307320
  211 6685.922 2.875930   0.494634 3716.15  450.292 65.1927 1.173660 0.3340870 1.70273 0.07760790 0.1346900
  212 6685.858 2.896140   0.491557 3712.75  448.582 64.7934 1.166660 0.3340970 1.69085 0.07833030 0.1362680
  213 6685.839 2.896120   0.489819 3702.92  448.973 64.5177 1.165630 0.3336610 1.68807 0.07832580 0.1359020
  214 6685.835 2.891120   0.489414 3691.56  448.320 64.4317 1.166430 0.3330190 1.68325 0.07833180 0.1350930
  215 6685.827 2.883380   0.489163 3680.21  447.984 64.3537 1.167680 0.3324930 1.67812 0.07839660 0.1343140
  216 6685.807 2.869850   0.488871 3668.08  448.101 64.2211 1.169890 0.3322910 1.66934 0.07877200 0.1337960
  217 6685.771 2.849010   0.488779 3658.67  450.266 64.0953 1.172120 0.3331340 1.65904 0.07948510 0.1338310
  218 6685.721 2.829780   0.488902 3668.68  455.552 63.9878 1.171880 0.3360170 1.65376 0.08057070 0.1358090
  219 6685.684 2.827000   0.489128 3692.00  459.372 63.9131 1.167530 0.3393350 1.64861 0.08189630 0.1392350
  220 6685.672 2.832750   0.489408 3714.71  461.523 63.9287 1.164460 0.3410200 1.65485 0.08220150 0.1412440
  221 6685.666 2.837240   0.489531 3726.35  461.933 63.9389 1.162700 0.3415150 1.65858 0.08223220 0.1419330
  222 6685.658 2.841680   0.489655 3741.76  462.185 63.9194 1.159520 0.3420210 1.66191 0.08231680 0.1425240
  223 6685.642 2.844010   0.489750 3764.77  462.373 63.8100 1.153020 0.3426440 1.66278 0.08263830 0.1428640
  224 6685.610 2.838680   0.489759 3801.29  462.878 63.4537 1.138830 0.3435940 1.65562 0.08361260 0.1424070
  225 6685.575 2.819850   0.489591 3835.58  464.530 62.9046 1.123330 0.3446250 1.64115 0.08503700 0.1409030
  226 6685.551 2.792550   0.489232 3842.76  464.366 62.3171 1.110610 0.3445640 1.61246 0.08681370 0.1380910
  227 6685.547 2.781850   0.489085 3823.99  463.806 62.2193 1.111130 0.3437030 1.60233 0.08707880 0.1365530
  228 6685.545 2.781180   0.489074 3815.11  463.473 62.2419 1.112990 0.3435950 1.59930 0.08718270 0.1366310
  229 6685.544 2.781960   0.489094 3811.68  463.213 62.2563 1.113650 0.3435920 1.59811 0.08724390 0.1367440
