
 WorkFlow
Start 2024-10-19 14:19:01  Run : 6.01666666666667 nSubj: 60 nObs : 480
   37 6477.486   0.526179 6477.59 2038.180 68.5710 1.341150 0.534854 3.867520 0.0702978 0.0652477 1.113400
   38 6476.372   0.518614 6172.25 2000.010 67.1267 1.331350 0.524497 3.775810 0.0700589 0.0632826 1.084850
   39 6475.347   0.526256 5947.96 1936.620 66.8277 1.323720 0.518990 3.679460 0.0698964 0.0621009 1.059080
   40 6474.246   0.526927 5719.34 1805.980 67.5648 1.306680 0.507411 3.532650 0.0697607 0.0614767 1.023870
   41 6473.645   0.528506 5477.58 1605.010 68.4737 1.304770 0.488449 3.337040 0.0697702 0.0607383 0.978132
   42 6473.456   0.527283 5390.87 1533.990 68.8576 1.318400 0.480830 3.265330 0.0700044 0.0602552 0.964789
   43 6473.254   0.527954 5197.20 1392.980 69.3661 1.350100 0.466407 3.116320 0.0706601 0.0594286 0.940013
   44 6473.029   0.528929 5169.17 1367.760 69.6710 1.371640 0.465013 3.097340 0.0711011 0.0595760 0.945028
   45 6472.506   0.530167 4854.71 1195.990 70.7215 1.437520 0.451106 2.930880 0.0725316 0.0596226 0.948503
   46 6471.920   0.529995 4045.79  845.709 72.5057 1.548890 0.418134 2.533620 0.0751021 0.0583788 0.939886
   47 6471.822   0.529884 2617.37  385.998 74.5832 1.698830 0.359491 1.864390 0.0791263 0.0539754 0.909429
   48 6470.971   0.526342 2401.84  396.925 73.4228 1.658070 0.360667 1.838620 0.0791002 0.0511366 0.920989
   49 6469.233   0.531685 3188.63  607.162 70.8923 1.481790 0.389253 2.135780 0.0771852 0.0491521 0.927405
   50 6466.089   0.532671 2655.50  404.491 70.8434 1.499900 0.356667 1.871070 0.0774803 0.0471407 0.908676
   51 6465.594   0.532262 2483.94  351.833 70.9206 1.506760 0.347284 1.784110 0.0778551 0.0461537 0.903743
   52 6464.234   0.529062 2147.79  259.039 70.5315 1.469810 0.326097 1.620680 0.0779988 0.0428205 0.894067
   53 6463.682   0.526442 1927.55  204.645 70.2529 1.436590 0.310995 1.489610 0.0785989 0.0398183 0.891125
   54 6463.110   0.520786 1828.93  172.023 69.2539 1.338110 0.295406 1.369350 0.0791328 0.0351591 0.896104
   55 6462.989   0.520386 1739.93  157.268 69.4388 1.346290 0.289712 1.307650 0.0798568 0.0342220 0.896989
   56 6462.633   0.521816 1717.90  150.853 70.1356 1.386440 0.285119 1.256230 0.0809906 0.0340047 0.903186
   57 6462.444   0.523691 1713.81  141.450 70.4939 1.412320 0.273311 1.167000 0.0821915 0.0326820 0.913580
   58 6462.286   0.525931 1750.75  137.268 70.5481 1.426900 0.258186 1.066320 0.0828249 0.0313833 0.919087
   59 6462.274   0.526377 1749.68  133.738 70.5967 1.427700 0.250707 1.015180 0.0830359 0.0307421 0.919106
   60 6462.274   0.526414 1749.38  133.454 70.6007 1.427800 0.250146 1.011320 0.0830517 0.0306941 0.919088
   61 6462.250   0.527009 1753.26  130.328 70.6524 1.428770 0.241698 0.955740 0.0832001 0.0300688 0.918442
   62 6461.997   0.526769 1849.30  146.982 70.5075 1.422390 0.249098 1.028490 0.0820144 0.0318012 0.915430
   63 6461.756   0.526042 1877.57  150.925 70.3090 1.404670 0.243630 0.983305 0.0820873 0.0317466 0.916569
   64 6461.520   0.524931 1960.43  156.073 69.8899 1.360080 0.215932 0.780623 0.0828583 0.0308644 0.932951
   65 6461.317   0.523436 2055.49  185.831 69.3779 1.334450 0.225937 0.844624 0.0822235 0.0330895 0.944949
   66 6461.016   0.524012 2032.85  172.417 69.4911 1.343350 0.216884 0.783405 0.0829589 0.0322603 0.954046
   67 6460.797   0.524200 2059.04  169.150 69.3289 1.335310 0.202789 0.688339 0.0837180 0.0318178 0.971067
   68 6460.500   0.524464 2081.65  163.773 69.0210 1.329770 0.188370 0.597356 0.0847497 0.0316098 0.997974
   69 6460.147   0.524447 2067.21  157.464 68.7326 1.327590 0.182451 0.564162 0.0854804 0.0317350 1.016340
   70 6459.910   0.523988 2065.19  144.902 68.0622 1.289890 0.149299 0.375652 0.0873061 0.0309093 1.053230
   71 6459.202   0.523476 1990.93  141.845 68.5377 1.300180 0.161955 0.450338 0.0864007 0.0307422 1.018980
   72 6458.718   0.522781 1975.34  135.307 68.6774 1.298830 0.149664 0.388092 0.0867340 0.0300766 1.022200
   73 6458.311   0.522170 1950.36  126.760 68.8409 1.296280 0.134666 0.316417 0.0871702 0.0291708 1.028640
   74 6458.165   0.521874 1919.13  120.900 69.2463 1.306810 0.130572 0.301686 0.0871435 0.0284940 1.023700
   75 6457.961   0.521420 1925.95  115.448 70.0260 1.321400 0.120189 0.265031 0.0867579 0.0275701 1.022620
   76 6457.904   0.522254 1954.38  115.243 70.4187 1.326390 0.116377 0.255329 0.0862068 0.0273318 1.025470
   77 6457.782   0.523374 1959.84  112.668 70.8556 1.330320 0.107932 0.224786 0.0857421 0.0267526 1.031470
   78 6457.782   0.523317 1963.78  113.883 70.8086 1.330830 0.109651 0.231416 0.0857035 0.0269458 1.030860
   79 6457.782   0.522746 1990.59  118.870 70.8218 1.334920 0.112380 0.243063 0.0852383 0.0274780 1.027900
   80 6457.779   0.522567 2008.50  122.497 71.0044 1.342090 0.112440 0.245570 0.0845374 0.0276245 1.022980
   81 6457.758   0.522279 2022.45  124.410 71.2716 1.349790 0.110884 0.241958 0.0838580 0.0275208 1.016740
   82 6457.702   0.522141 2035.60  125.037 71.9207 1.364240 0.105651 0.226551 0.0825099 0.0269746 1.004120
   83 6457.692   0.522279 2034.24  125.203 72.0288 1.365610 0.105085 0.224888 0.0822315 0.0269217 1.000750
   84 6457.654   0.522904 2023.21  127.272 72.5363 1.371350 0.103440 0.220679 0.0805464 0.0268529 0.976890
   85 6457.633   0.522908 2012.15  128.448 72.7276 1.375960 0.103355 0.220613 0.0796485 0.0269862 0.961148
   86 6457.624   0.522518 2007.53  130.228 72.7783 1.380330 0.103550 0.221633 0.0789009 0.0272108 0.948090
   87 6457.617   0.522220 2004.54  130.803 72.7401 1.381880 0.103557 0.221354 0.0786643 0.0273479 0.943487
   88 6457.612   0.522100 2004.21  131.006 72.6662 1.380710 0.103666 0.221329 0.0787233 0.0274176 0.944925
   89 6457.597   0.521978 2004.30  131.565 72.5470 1.378300 0.103703 0.220478 0.0788385 0.0275512 0.949368
   90 6457.580   0.521961 2002.48  132.429 72.4468 1.374990 0.103757 0.219610 0.0788366 0.0276849 0.953413
   91 6457.564   0.521962 2001.32  133.797 72.3631 1.371600 0.103914 0.219090 0.0787668 0.0278343 0.958606
   92 6457.561   0.522083 2001.52  134.658 72.3576 1.370210 0.103976 0.219131 0.0786283 0.0278744 0.960597
   93 6457.561   0.522083 2001.52  134.658 72.3576 1.370210 0.103976 0.219131 0.0786283 0.0278744 0.960597
   94 6457.560   0.521966 2001.43  134.652 72.3594 1.370180 0.104011 0.218964 0.0786003 0.0278651 0.960623
   95 6457.559   0.521819 2000.65  134.648 72.3592 1.370040 0.103970 0.218841 0.0785978 0.0278577 0.960615
   96 6457.556   0.521035 1995.60  134.617 72.3638 1.369810 0.103737 0.217918 0.0785713 0.0278070 0.961013
   97 6457.556   0.521006 1995.42  134.615 72.3638 1.369800 0.103729 0.217883 0.0785698 0.0278051 0.961024
   98 6457.556   0.520986 1995.32  134.607 72.3571 1.369710 0.103726 0.217786 0.0785490 0.0278010 0.960995
   99 6457.555   0.521295 1995.18  134.601 72.3447 1.369730 0.103707 0.217706 0.0785595 0.0278106 0.961063
  100 6457.551   0.522514 1994.23  134.543 72.2660 1.369190 0.103574 0.216946 0.0785485 0.0278476 0.960981
  101 6457.549   0.522854 1993.62  134.509 72.2408 1.368820 0.103501 0.216462 0.0785526 0.0278693 0.960952
  102 6457.541   0.523635 1990.97  134.367 72.1790 1.367370 0.103210 0.214438 0.0786094 0.0279653 0.961000
  103 6457.530   0.524162 1986.84  134.158 72.1336 1.365240 0.102778 0.211310 0.0787587 0.0281237 0.961348
  104 6457.516   0.524050 1981.03  133.868 72.1251 1.362390 0.102175 0.206864 0.0790485 0.0283585 0.962201
  105 6457.506   0.523134 1977.27  133.682 72.1637 1.360670 0.101771 0.203870 0.0793206 0.0285232 0.963172
  106 6457.502   0.522357 1977.48  133.687 72.1903 1.360810 0.101756 0.203817 0.0793807 0.0285211 0.963517
  107 6457.502   0.522001 1977.64  133.684 72.1794 1.360810 0.101718 0.203704 0.0793944 0.0285106 0.963647
  108 6457.501   0.521497 1977.83  133.660 72.1253 1.360610 0.101575 0.203193 0.0794161 0.0284886 0.963916
  109 6457.500   0.521158 1978.34  133.625 72.0310 1.360280 0.101354 0.202452 0.0794306 0.0284503 0.964249
  110 6457.500   0.521163 1978.49  133.560 71.9352 1.359600 0.101059 0.201261 0.0794627 0.0284315 0.964632
  111 6457.500   0.521319 1978.93  133.551 71.9133 1.359460 0.100981 0.201029 0.0794609 0.0284152 0.964723
  112 6457.499   0.521848 1980.14  133.514 71.8946 1.358890 0.100743 0.200187 0.0794784 0.0283846 0.965042
  113 6457.498   0.522077 1981.10  133.502 71.9234 1.358620 0.100626 0.199810 0.0794906 0.0283662 0.965259
  114 6457.498   0.522187 1982.25  133.502 71.9703 1.358480 0.100537 0.199600 0.0794951 0.0283438 0.965473
  115 6457.497   0.522188 1982.28  133.502 71.9718 1.358480 0.100534 0.199593 0.0794951 0.0283432 0.965480
  116 6457.497   0.522188 1982.28  133.502 71.9718 1.358480 0.100534 0.199593 0.0794951 0.0283432 0.965480
